initial_weight,weight,none-anonymity,mean-min,max-mean,median-min,max-median
141,3,0,5.575056193806192,12.124943806193809,4.7,13.0
141,3,0,5.840705266955267,13.048183621933623,4.888888888888889,14.0
141,3,0,5.573202769452772,12.069654373404372,4.642857142857142,13.0
141,3,0,5.541686910311908,13.073697705072707,4.615384615384615,14.0
141,3,0,5.688978923853925,13.02530679043179,4.714285714285714,14.0
141,3,0,5.640824286824284,13.974560328560333,4.948717948717949,14.666666666666668
141,3,0,6.043296786546782,12.873369880119885,5.25,13.666666666666668
141,3,0,5.602994685869689,13.063671980796979,4.666666666666667,14.0
141,3,0,5.290856962481961,15.20914303751804,4.5,16.0
141,3,0,5.255534201909204,10.315894369519366,4.238095238095238,11.333333333333332
141,3,0,5.45276079476079,13.14723920523921,4.6,14.0
141,3,0,5.7133581279831285,19.036641872016872,4.75,20.0
141,3,0,5.39869831557331,15.10130168442669,4.5,16.0
141,3,0,5.668176823176823,11.081823176823178,4.75,12.0
141,3,0,5.312387362637361,12.104279304029305,4.416666666666667,13.0
141,3,0,5.602638222888224,11.033725413475413,4.636363636363637,12.0
141,3,0,5.766990134865134,14.010787642912643,4.777777777777778,15.0
141,3,0,5.6263791625041595,11.12362083749584,4.75,12.0
141,3,0,5.557809135309133,14.108857531357534,4.666666666666667,15.0
141,3,0,5.762809246309245,11.95147646797647,4.714285714285714,13.0
141,3,0,5.636236305361305,11.113763694638696,4.25,12.5
141,3,0,5.585578185703185,12.081088480963482,4.666666666666667,13.0
141,3,0,5.401231490731494,14.144223054723051,4.045454545454545,15.5
141,3,0,5.332037573537571,16.206423964923967,4.038461538461538,17.5
141,3,0,5.7745794899544896,12.02542051004551,4.8,13.0
141,3,0,5.4219964341214375,12.244670232545229,4.666666666666667,13.0
141,3,0,5.270101037851038,11.229898962148962,5.5,11.0
141,3,0,5.509241841491841,13.090758158508159,4.6,14.0
141,3,0,5.5976662226662235,12.027333777333777,4.625,13.0
141,3,0,5.566034534909538,13.100632131757129,4.666666666666667,14.0
141,3,0,5.393177544677544,12.273489121989122,4.666666666666667,13.0
141,3,0,5.536255619380614,14.019299936174942,4.555555555555555,15.0
141,3,0,5.463162601287595,11.203504065379072,4.666666666666667,12.0
141,3,0,5.3452436868686855,13.154756313131315,4.5,14.0
141,3,0,5.651232545232544,12.93210078810079,4.583333333333333,14.0
141,3,0,5.804365773115773,10.88794191919192,4.6923076923076925,12.0
141,3,0,5.914266663891663,14.960733336108337,4.875,16.0
141,3,0,5.1467649295149265,12.307780525030527,4.454545454545455,13.0
141,3,0,5.481441072816076,12.057020465645461,4.538461538461538,13.0
141,3,0,5.272747086247085,10.327252913752915,4.6,11.0
141,3,0,5.681503676878674,14.018496323121326,4.7,15.0
141,3,0,5.216986860361858,12.283013139638143,4.5,13.0
141,3,0,5.393805944055945,13.189527389277387,4.583333333333333,14.0
141,3,0,5.6026150793650755,10.111670634920639,4.714285714285714,11.0
141,3,0,5.8651466033966,16.90408416583417,5.269230769230769,17.5
141,3,0,5.753903679653677,13.946096320346324,4.7,15.0
141,3,0,5.485300047175041,11.151063589188595,4.636363636363637,12.0
141,3,0,5.721998612498615,14.11133472083472,4.833333333333333,15.0
141,3,0,5.338910922410923,13.089660506160506,4.095238095238096,14.333333333333332
141,3,0,5.444946067821068,12.197911075036075,4.976190476190476,12.666666666666668
141,3,0,5.639836427461431,11.996527208902204,4.636363636363637,13.0
141,3,0,5.5720396131646135,16.142246101121103,4.714285714285714,17.0
141,3,0,5.313605241980243,13.329251900876901,4.642857142857142,14.0
141,3,0,5.471687062937064,14.194979603729603,4.666666666666667,15.0
141,3,0,5.421444708069711,13.245221958596957,4.666666666666667,14.0
141,3,0,5.675565684315685,12.991100982350982,4.166666666666667,14.5
141,3,0,5.507572552447556,12.20671316183816,4.714285714285714,13.0
141,3,0,5.423484418359419,12.212879218004218,4.636363636363637,13.0
141,3,0,5.374495879120877,15.292170787545789,4.166666666666667,16.5
141,3,0,5.206295898545898,11.377037434787436,4.25,12.333333333333332
141,3,0,5.422746725496726,11.160586607836606,4.583333333333333,12.0
141,3,0,5.508093614718612,16.206192099567104,4.714285714285714,17.0
141,3,0,5.50410753135753,12.162559135309138,4.666666666666667,13.0
141,3,0,5.314463980463978,12.321899655899658,4.96969696969697,12.666666666666668
141,3,0,5.588680819180824,15.111319180819176,4.7,16.0
141,3,0,5.398772588522588,14.201227411477412,4.6,15.0
141,3,0,5.518389277389276,11.053039294039294,4.571428571428571,12.0
141,3,0,5.488380605505607,13.17828606116106,4.666666666666667,14.0
141,3,0,5.4010829032079,11.265583763458768,4.666666666666667,12.0
141,3,0,5.2617055860805815,17.154961080586084,4.083333333333334,18.333333333333332
141,3,0,5.703685564435565,11.15345729270729,4.857142857142858,12.0
141,3,0,5.32066680541681,13.07933319458319,4.4,14.0
141,3,0,5.529968836718835,11.136697829947831,4.666666666666667,12.0
141,3,0,5.33533594183594,20.197997391497395,4.533333333333333,21.0
141,3,0,5.501235236985237,14.123764763014762,4.291666666666667,15.333333333333332
141,3,1,5.808721250971257,15.191278749028744,5.0,16.0
141,3,0,5.71018179043179,13.004103923853926,4.714285714285714,14.0
141,3,0,5.559699855699856,17.140300144300145,4.2,18.5
141,3,0,5.3779116439116486,13.122088356088351,4.0,14.5
141,3,0,5.507473679098684,13.092526320901317,4.6,14.0
141,3,0,5.604193820068817,12.995806179931183,4.6,14.0
141,3,0,5.632531746031748,11.03413492063492,4.666666666666667,12.0
141,3,0,5.699378565878565,10.133954767454767,4.833333333333333,11.0
141,3,0,5.745400266400268,14.023830502830501,4.769230769230769,15.0
141,3,0,5.250317918192918,16.24968208180708,4.5,17.0
141,3,0,5.694449716949717,10.997857975357975,4.6923076923076925,12.0
141,3,0,5.589331279831278,14.124954434454438,4.714285714285714,15.0
141,3,0,5.392902916527916,12.190430416805416,4.583333333333333,13.0
141,3,0,5.666365675990674,15.000300990675992,5.166666666666667,15.5
141,3,0,5.642352466977462,14.09098086635587,4.233333333333333,15.5
141,3,0,5.459546758796763,10.207119907869904,4.666666666666667,11.0
