initial_weight,weight,none-anonymity,mean,mean-min,max-mean,median,median-min,max-median
201,1,0,14.89070271395271,12.624036047286044,23.10929728604729,13.5,11.233333333333334,24.5
201,1,0,14.967071386946394,12.895642815517823,22.032928613053606,12.5,10.428571428571429,24.5
201,1,0,14.854050241425242,12.763141150516152,19.14594975857476,14.0,11.90909090909091,20.0
201,1,0,14.945745518370522,13.195745518370522,26.054254481629478,13.5,11.75,27.5
201,1,0,14.890024364524365,12.67573865023865,28.109975635475635,13.0,10.785714285714285,30.0
201,1,0,15.067381451881449,12.600714785214782,24.93261854811855,13.0,10.533333333333333,27.0
201,1,0,15.138014110889115,12.75339872627373,25.861985889110883,14.0,11.615384615384615,27.0
201,1,0,14.8790101010101,12.802087024087024,26.120989898989897,14.0,11.923076923076923,27.0
201,1,0,14.97229059829059,12.758004884004876,21.02770940170941,13.0,10.785714285714285,23.0
201,1,0,14.786156773781775,12.852823440448441,23.213843226218223,13.0,11.066666666666666,25.0
201,1,0,14.830718337218329,12.63071833721833,21.16928166278167,12.5,10.3,23.5
201,1,0,15.0290874958375,12.886230352980357,21.9709125041625,13.0,10.857142857142858,24.0
201,1,0,14.991627081252085,12.914704004329009,28.008372918747916,13.0,10.923076923076923,30.0
201,1,0,14.959958083583082,12.82662475024975,21.040041916416918,13.5,11.366666666666667,22.5
201,1,0,15.125623848373852,13.125623848373852,21.874376151626148,13.5,11.5,23.5
201,1,0,14.920953837828842,12.420953837828842,26.07904616217116,13.0,10.5,28.0
201,1,0,14.808034368409366,12.654188214563213,21.191965631590634,13.0,10.846153846153847,23.0
201,1,0,14.734998765123759,12.427306457431452,25.26500123487624,14.0,11.692307692307693,26.0
201,1,0,15.132252622377631,13.398919289044297,23.86774737762237,13.5,11.766666666666666,25.5
201,1,0,15.13652748640248,12.936527486402479,23.86347251359752,13.5,11.3,25.5
201,1,0,14.983505383505378,12.983505383505378,21.016494616494622,13.5,11.5,22.5
201,1,0,14.826245074370076,12.95957840770341,23.173754925629922,13.0,11.133333333333333,25.0
201,1,0,14.917165126540135,12.988593697968707,21.082834873459866,13.0,11.071428571428571,23.0
201,1,0,14.548383824508816,12.48171715784215,20.451616175491182,12.5,10.433333333333334,22.5
201,1,0,14.933044635919634,13.066377969252967,22.066955364080364,13.0,11.133333333333333,24.0
201,1,0,14.803925796425787,12.49623348873348,20.196074203574213,13.5,11.192307692307693,21.5
201,1,0,14.769570901320897,12.519570901320897,25.230429098679103,12.5,10.25,27.5
201,1,0,14.941426934176938,12.941426934176938,20.05857306582306,14.0,12.0,21.0
201,1,0,14.847471028971034,12.847471028971034,23.152528971028964,13.5,11.5,24.5
201,1,0,15.137842837717834,13.137842837717834,21.862157162282166,13.5,11.5,23.5
201,1,0,14.67899784937285,12.750426420801421,21.32100215062715,14.0,12.071428571428571,22.0
201,1,0,15.025000874125874,12.758334207459207,21.974999125874128,14.0,11.733333333333334,23.0
201,1,0,14.74469191919192,12.54469191919192,21.255308080808078,14.5,12.3,21.5
201,1,0,14.881115814740815,12.809687243312244,22.118884185259184,13.5,11.428571428571429,23.5
201,1,0,15.31909546009546,13.252428793428793,28.68090453990454,13.0,10.933333333333334,31.0
201,1,0,15.066796869796866,12.605258408258404,26.933203130203133,13.0,10.538461538461538,29.0
201,1,0,14.988331349206346,12.757562118437114,22.011668650793652,13.0,10.76923076923077,24.0
201,1,0,14.719034673659676,12.319034673659676,23.280965326340322,13.0,10.6,25.0
201,1,0,14.936183247308252,12.602849913974918,24.06381675269175,14.0,11.666666666666666,25.0
201,1,0,14.71957258019758,12.446845307470307,23.28042741980242,14.0,11.727272727272727,24.0
201,1,0,15.031902708402708,12.831902708402708,19.968097291597292,13.0,10.8,22.0
201,1,0,14.604404345654345,12.404404345654346,21.395595654345655,14.0,11.8,22.0
201,1,0,14.536216283716294,12.250501998002008,20.463783716283707,14.0,11.714285714285715,21.0
201,1,0,15.12108584471084,13.021085844710841,22.87891415528916,12.5,10.4,25.5
201,1,0,15.104206668331665,12.770873334998331,26.895793331668337,13.0,10.666666666666666,29.0
201,1,0,15.12790376290376,12.594570429570426,24.87209623709624,12.5,9.966666666666667,27.5
201,1,0,14.876097333222333,12.568405025530026,19.123902666777667,13.0,10.692307692307693,21.0
201,1,0,14.670278527028529,12.362586219336222,20.32972147297147,13.5,11.192307692307693,21.5
201,1,0,14.872951132201129,12.658665417915415,24.12704886779887,13.5,11.285714285714285,25.5
201,1,0,14.71924449161949,12.257706030081028,24.28075550838051,13.0,10.538461538461538,26.0
201,1,0,14.807649087024094,12.521934801309808,21.192350912975904,13.5,11.214285714285715,22.5
201,1,0,14.844804348429362,12.444804348429361,21.155195651570637,13.5,11.1,22.5
201,1,0,14.700861957486957,12.367528624153623,21.299138042513043,13.0,10.666666666666666,23.0
201,1,0,14.669746114996123,12.741174686424694,30.330253885003877,13.5,11.571428571428571,31.5
201,1,0,14.98075538350539,13.114088716838722,19.01924461649461,13.0,11.133333333333333,21.0
201,1,0,15.036290320790322,12.702956987456988,21.96370967920968,13.0,10.666666666666666,24.0
201,1,0,14.7952586996337,12.410643315018316,21.2047413003663,13.0,10.615384615384615,23.0
201,1,0,14.823098998223998,13.037384712509711,26.176901001776002,12.666666666666666,10.88095238095238,28.333333333333336
201,1,0,14.825587287712299,12.280132742257754,25.1744127122877,13.0,10.454545454545455,27.0
201,1,0,15.043093364968367,12.959760031635033,21.956906635031633,13.0,10.916666666666666,24.0
201,1,0,14.921367729492726,12.588034396159392,25.078632270507274,11.5,9.166666666666666,28.5
201,1,0,14.984636460761463,13.06155953768454,23.015363539238535,13.0,11.076923076923077,25.0
201,1,0,14.877924922299918,12.377924922299918,26.12207507770008,12.5,10.0,28.5
201,1,0,14.417906274281279,12.017906274281279,20.58209372571872,13.5,11.1,21.5
201,1,0,14.910379995004996,12.838951423576425,24.089620004995005,14.0,11.928571428571429,25.0
201,1,0,14.678144341769334,12.447375111000103,20.321855658230668,13.5,11.26923076923077,21.5
201,1,0,15.052617299367299,12.838331585081583,21.9473827006327,13.0,10.785714285714285,24.0
201,1,0,14.768357087357094,12.411214230214236,19.231642912642904,13.5,11.142857142857142,20.5
201,1,0,14.653923465423468,12.653923465423468,23.346076534576532,14.0,12.0,24.0
201,1,0,14.868884254634256,12.757773143523146,25.131115745365744,13.5,11.38888888888889,26.5
201,1,0,14.965061827061822,12.888138750138745,20.034938172938176,13.0,10.923076923076923,22.0
201,1,0,14.84195283882784,12.484809981684982,20.15804716117216,13.5,11.142857142857142,21.5
201,1,0,14.756570124320119,12.689903457653452,23.24342987567988,13.0,10.933333333333334,25.0
201,1,0,14.91783924408925,12.651172577422585,24.08216075591075,13.0,10.733333333333334,26.0
201,1,0,15.063314310689304,12.863314310689304,24.936685689310696,13.5,11.3,26.5
201,1,0,15.053864871239869,13.187198204573201,25.946135128760133,13.0,11.133333333333333,28.0
201,1,0,14.809686716061714,12.595401001776,27.190313283938288,13.5,11.285714285714285,28.5
