initial_weight,weight,none-anonymity,mean,mean-min,max-mean,median,median-min,max-median
262,1,0,14.855404734154735,12.772071400821401,24.144595265845265,13.5,11.416666666666666,25.5
262,1,0,14.836647200022206,12.586647200022206,20.163352799977794,13.5,11.25,21.5
262,1,0,15.096134351759353,12.829467685092688,23.903865648240647,14.0,11.733333333333334,25.0
262,1,0,14.770086274836276,12.70341960816961,20.229913725163726,13.0,10.933333333333334,22.0
262,1,0,14.954882645132646,13.240596930846932,26.045117354867354,14.0,12.285714285714286,27.0
262,1,0,15.035133644133646,12.701800310800312,25.964866355866356,13.0,10.666666666666666,28.0
262,1,0,15.134635239760241,13.134635239760241,19.865364760239757,13.5,11.5,21.5
262,1,0,14.939059620934625,12.739059620934626,23.060940379065375,12.5,10.3,25.5
262,1,0,14.832095154845158,12.832095154845158,20.167904845154844,13.5,11.5,21.5
262,1,0,14.778293317793318,12.624447163947165,24.22170668220668,14.0,11.846153846153847,25.0
262,1,0,15.053591838716851,12.920258505383519,20.94640816128315,14.0,11.866666666666667,22.0
262,1,0,15.025895618270614,12.795126387501384,20.974104381729386,13.0,10.76923076923077,23.0
262,1,0,15.084894619269624,13.018227952602958,29.915105380730374,13.5,11.433333333333334,31.5
262,1,0,14.85721103896104,12.428639610389611,23.14278896103896,14.5,12.071428571428571,23.5
262,1,0,15.288289405039414,13.066067182817193,20.711710594960586,13.5,11.277777777777779,22.5
262,1,0,14.911575299700303,12.697289585414588,25.088424700299697,12.5,10.285714285714285,27.5
262,1,0,14.737202117327115,12.637202117327115,19.262797882672885,12.666666666666666,10.566666666666666,21.333333333333336
262,1,0,15.028016011766013,13.19468267843268,24.971983988233987,13.5,11.666666666666666,26.5
262,1,0,14.975233585858582,12.760947871572867,25.024766414141418,12.5,10.285714285714285,27.5
262,1,0,15.145924880674874,13.145924880674874,24.854075119325124,13.5,11.5,26.5
262,1,0,14.766098498723505,12.566098498723505,23.233901501276495,14.0,11.8,24.0
262,1,0,14.71510646298146,12.71510646298146,23.28489353701854,13.5,11.5,24.5
262,1,0,15.006538086913087,13.006538086913087,21.99346191308691,13.5,11.5,23.5
262,1,0,14.684744172494158,12.184744172494158,24.315255827505844,14.5,12.0,24.5
262,1,0,14.922108974358975,12.779251831501833,24.077891025641023,14.0,11.857142857142858,25.0
262,1,0,14.76371478521478,12.430381451881447,22.23628521478522,13.5,11.166666666666666,23.5
262,1,0,14.757499028749034,12.507499028749034,21.242500971250966,13.5,11.25,22.5
262,1,0,14.72746989121989,12.419777583527583,21.27253010878011,14.0,11.692307692307693,22.0
262,1,0,14.913666028416035,12.64699936174937,24.086333971583965,13.0,10.733333333333334,26.0
262,1,0,15.13302805527805,13.266361388611383,19.86697194472195,13.0,11.133333333333333,22.0
262,1,0,14.741674783549783,12.433982475857476,19.258325216450217,14.0,11.692307692307693,20.0
262,1,0,14.868331543456543,12.28499821012321,19.13166845654346,12.5,9.916666666666666,21.5
262,1,0,14.864559412809417,12.650273698523701,22.135440587190583,14.333333333333334,12.11904761904762,22.666666666666664
262,1,0,14.878458236208235,12.33300369075369,21.121541763791765,13.0,10.454545454545455,23.0
262,1,0,15.263416971916973,12.930083638583639,24.736583028083025,12.5,10.166666666666666,27.5
262,1,0,15.180948815073814,12.980948815073813,23.819051184926188,13.0,10.8,26.0
262,1,0,15.208103368853372,13.054257215007219,18.791896631146628,13.0,10.846153846153847,21.0
262,1,0,14.735466824841822,12.735466824841822,19.264533175158178,13.0,11.0,21.0
262,1,0,15.090540959040963,13.35720762570763,24.909459040959035,13.0,11.266666666666666,27.0
262,1,0,14.821429279054287,12.688095945720955,20.178570720945714,13.5,11.366666666666667,21.5
262,1,0,14.950481768231764,12.817148434898431,20.049518231768236,14.5,12.366666666666667,20.5
262,1,0,14.713695679320681,12.62278658841159,20.28630432067932,14.5,12.40909090909091,20.5
262,1,0,14.837989330114326,12.771322663447659,23.162010669885674,14.0,11.933333333333334,24.0
262,1,0,15.072703546453557,12.806036879786891,25.927296453546443,12.0,9.733333333333334,29.0
262,1,0,15.198231851481856,13.412517565767569,22.801768148518143,13.0,11.214285714285714,25.0
262,1,0,15.124466699966687,12.991133366633354,26.87553330003331,13.5,11.366666666666667,28.5
262,1,0,14.881805208680213,12.881805208680213,25.118194791319787,13.0,11.0,27.0
262,1,0,14.74986184648685,12.549861846486849,20.25013815351315,13.0,10.8,22.0
262,1,0,14.938040390165378,12.438040390165378,26.061959609834624,13.0,10.5,28.0
262,1,0,14.855544469419472,12.655544469419471,24.14445553058053,13.5,11.3,25.5
262,1,0,14.855240786990784,12.855240786990784,20.144759213009216,13.0,11.0,22.0
262,1,0,14.791301379176378,12.324634712509711,21.208698620823622,12.666666666666666,10.2,23.333333333333336
262,1,0,14.67272155622155,12.76363064713064,20.32727844377845,14.0,12.09090909090909,21.0
262,1,0,14.680978493728487,12.252407065157058,21.31902150627151,13.0,10.571428571428571,23.0
262,1,0,14.819066100566099,12.39049467199467,22.180933899433903,13.0,10.571428571428571,24.0
262,1,0,14.857005785880796,12.923672452547462,19.142994214119206,13.5,11.566666666666666,20.5
262,1,0,14.83994802419801,12.763024947274934,20.16005197580199,14.0,11.923076923076923,21.0
262,1,0,14.755096306471312,12.683667735042741,22.244903693528688,13.5,11.428571428571429,23.5
262,1,0,14.79865183427684,12.490959526584533,22.20134816572316,13.0,10.692307692307693,24.0
262,1,0,14.95688948551448,12.490222818847814,22.04311051448552,14.0,11.533333333333333,23.0
262,1,0,14.926611888111877,12.593278554778543,29.07338811188812,13.0,10.666666666666666,31.0
262,1,0,14.929095016095019,12.621402708402712,21.07090498390498,13.0,10.692307692307693,23.0
262,1,0,14.894619061494055,12.823190490065484,23.105380938505945,13.666666666666666,11.595238095238095,24.333333333333336
262,1,0,14.762482503607501,12.762482503607501,23.2375174963925,13.5,11.5,24.5
262,1,0,14.85463868076369,12.771305347430356,19.145361319236308,13.0,10.916666666666666,21.0
262,1,0,14.734482350982361,12.448768065268077,23.26551764901764,13.0,10.714285714285715,25.0
262,1,0,14.980288406038408,12.980288406038408,24.019711593961592,13.5,11.5,25.5
262,1,0,14.787796162171169,12.721129495504503,21.21220383782883,14.0,11.933333333333334,22.0
262,1,0,14.79346683871684,12.660133505383508,27.20653316128316,14.0,11.866666666666667,28.0
262,1,0,14.607774961149962,12.322060675435676,21.392225038850036,12.5,10.214285714285715,23.5
262,1,0,15.013215742590738,12.65607288544788,22.986784257409262,14.0,11.642857142857142,24.0
262,1,0,14.668136779886781,12.534803446553449,23.33186322011322,13.0,10.866666666666667,25.0
262,1,0,14.995498515373521,13.128831848706854,23.00450148462648,14.0,12.133333333333333,24.0
