initial_weight,weight,none-anonymity,mean,mean-min,max-mean,median,median-min,max-median
21,1,0,14.409088106338112,12.109088106338113,23.59091189366189,13.0,10.7,25.0
21,1,0,14.631436577311574,12.29810324397824,28.368563422688425,11.5,9.166666666666666,31.5
21,1,0,14.52224830724831,12.255581640581642,30.47775169275169,12.0,9.733333333333334,33.0
21,1,0,14.629186091686092,12.557757520257521,25.370813908313906,13.0,10.928571428571429,27.0
21,1,0,14.735431748806752,12.889277902652905,30.264568251193246,12.666666666666666,10.82051282051282,32.333333333333336
21,1,0,14.861776043401042,12.750664932289931,29.138223956598956,13.5,11.38888888888889,30.5
21,1,0,14.824920954045954,12.624920954045955,25.175079045954046,13.0,10.8,27.0
21,1,0,14.618970529470522,12.465124375624368,25.381029470529477,13.0,10.846153846153847,27.0
21,1,0,14.602020673770678,12.268687340437344,26.397979326229322,13.0,10.666666666666666,28.0
21,1,0,14.363754398379397,12.00661154123654,29.6362456016206,13.0,10.642857142857142,31.0
21,1,0,14.690307664557663,12.55697433122433,30.309692335442335,13.0,10.866666666666667,32.0
21,1,0,14.827676684426685,12.577676684426685,26.172323315573315,12.5,10.25,28.5
21,1,0,14.707433372183377,12.307433372183377,22.292566627816623,13.0,10.6,24.0
21,1,0,14.70296833721834,12.769635003885007,30.29703166278166,12.5,10.566666666666666,32.5
21,1,0,15.012788017538014,12.72707373182373,36.987211982461986,12.5,10.214285714285715,39.5
21,1,0,14.356243853368857,11.894705391830396,24.64375614663114,13.0,10.538461538461538,26.0
21,1,0,14.499750499500498,12.166417166167165,27.5002495004995,13.0,10.666666666666666,29.0
21,1,0,14.611300491175493,12.27796715784216,26.38869950882451,13.0,10.666666666666666,28.0
21,1,0,14.616403138528142,12.330688852813857,32.38359686147186,13.5,11.214285714285715,33.5
21,1,0,14.928845251970259,12.662178585303593,33.07115474802974,13.5,11.233333333333334,34.5
21,1,0,14.571135836385833,12.4378025030525,26.428864163614165,13.0,10.866666666666667,28.0
21,1,0,14.452965839715839,12.068350455100454,32.54703416028416,13.0,10.615384615384615,34.0
21,1,0,14.693584540459545,12.582473429348434,26.306415459540453,12.5,10.38888888888889,28.5
21,1,0,14.118560134310126,11.936741952491944,22.881439865689874,13.0,10.818181818181818,24.0
