seed,initial_weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
100,6,1,0,14.115711080586085,10.666666666666666,8.522707133699647,2.25,44.0,41.75,13.0,4.4,4.5,3.7333333333333334
150,6,1,0,14.306494866244869,10.25,8.622007543012563,1.9230769230769231,47.0,45.07692307692308,9.0,3.0,3.0,2.6
50,6,1,0,13.637323398823401,11.0,7.63935491230991,2.4,48.0,45.6,19.0,8.0,5.6,3.533333333333333
0,6,1,0,14.41842805805306,12.0,8.222704711815956,1.7272727272727273,46.0,44.27272727272727,29.0,7.2,3.1,3.2666666666666666
101,6,1,0,14.03037688700189,11.0,7.934031823731832,2.0,48.0,46.0,12.0,6.2,5.1,2.466666666666667
51,6,1,0,14.27533030858031,12.0,8.420462631535129,2.125,57.0,54.875,17.0,6.0,3.7,3.4
151,6,1,0,13.418437798312798,12.5,6.736739314851818,2.1333333333333333,54.0,51.86666666666667,27.0,4.6,4.1,3.066666666666667
1,6,1,0,14.100734695859698,12.0,7.808441631146635,1.6666666666666667,43.0,41.333333333333336,9.0,3.0,3.8,3.2
2,6,1,0,14.009732670107667,11.0,8.137311190614946,2.4,60.0,57.6,26.0,9.4,2.8,3.8
152,6,1,0,13.808827561327552,11.0,7.748084848484834,2.6,56.0,53.4,13.0,3.2,2.6,3.7333333333333334
52,6,1,1,14.083565503940505,11.25,8.031476286768788,1.0,58.0,57.0,11.0,7.0,4.2,2.6666666666666665
102,6,1,0,13.852935037185043,12.0,7.6056917998668,1.7142857142857142,49.0,47.285714285714285,22.0,8.8,4.1,3.4
53,6,1,0,13.870595723720726,11.0,7.639905549311802,2.111111111111111,42.0,39.888888888888886,25.0,5.8,3.3,4.0
3,6,1,0,14.223289529914526,12.0,8.054669690170948,2.4,50.0,47.6,34.0,4.0,3.3,2.7333333333333334
153,6,1,0,13.900996239871235,11.0,8.0011830833056,1.7857142857142858,47.0,45.214285714285715,14.0,4.0,3.8,3.7333333333333334
103,6,1,0,14.011066419691412,12.0,7.896257528443774,2.2857142857142856,53.0,50.714285714285715,38.0,6.2,3.1,3.533333333333333
54,6,1,0,13.784309912309913,11.666666666666666,7.300199205239205,2.2222222222222223,38.0,35.77777777777778,23.0,11.0,4.4,2.933333333333333
4,6,1,0,13.920812062937069,11.0,8.114934108391614,2.0,57.0,55.0,29.0,8.6,3.9,4.0
104,6,1,0,13.84638461538462,11.0,7.67429794871794,2.5,47.0,44.5,18.0,5.8,6.7,3.8666666666666667
154,6,1,0,13.85478131590632,11.5,7.566174947274948,1.9166666666666667,38.0,36.083333333333336,19.0,8.0,6.8,2.533333333333333
55,6,1,0,13.960609668109667,11.5,7.97848178210677,1.8333333333333333,59.0,57.166666666666664,18.0,3.8,5.4,2.6666666666666665
105,6,1,0,14.09727042402042,11.5,8.05204139776891,2.0,56.0,54.0,18.0,6.6,3.4,2.8666666666666667
5,6,1,0,14.343866661116659,11.5,8.704284004328999,2.4615384615384617,50.0,47.53846153846154,31.0,3.6,3.1,3.1333333333333333
106,6,1,0,14.163772269397269,10.5,8.47880852064602,2.125,48.0,45.875,23.0,5.2,3.1,2.466666666666667
155,6,1,0,14.188533702408703,12.0,8.163517027000777,1.3333333333333333,52.0,50.666666666666664,29.0,6.4,3.0,3.0
6,6,1,0,14.608945068820065,12.0,8.749575592879342,1.7333333333333334,51.0,49.266666666666666,51.0,4.6,2.9,2.6666666666666665
56,6,1,0,14.341913156288156,11.0,8.691469474969482,2.1,58.0,55.9,20.0,5.6,2.5,3.466666666666667
7,6,1,0,14.71945664058164,11.666666666666666,9.033989755244768,2.625,64.0,61.375,44.0,7.4,4.0,2.6666666666666665
107,6,1,0,13.99521875346877,11.0,7.889016247086258,2.3076923076923075,56.0,53.69230769230769,11.0,6.4,4.8,2.4
156,6,1,0,14.143644008769025,11.0,8.303878579476088,2.0,53.0,51.0,36.0,3.8,2.6,3.2666666666666666
57,6,1,0,13.879858114108103,11.666666666666666,7.739717765290271,2.2,51.0,48.8,20.0,8.4,4.7,2.2
8,6,1,0,14.448551198801203,11.0,8.632188016983013,2.066666666666667,47.0,44.93333333333333,42.0,4.8,3.5,2.066666666666667
108,6,1,0,13.828913739038734,11.0,7.9268690087689935,1.8888888888888888,50.0,48.111111111111114,19.0,6.6,3.0,4.0
157,6,1,0,13.97315927128427,12.0,7.84674099025973,2.0,48.0,46.0,15.0,6.0,3.2,2.0
58,6,1,0,14.07208397158397,11.5,7.93321203407702,1.7777777777777777,57.0,55.22222222222222,33.0,7.8,3.5,3.6666666666666665
9,6,1,0,14.350651778776784,11.0,8.699998130341895,1.9,50.0,48.1,20.0,2.4,3.5,3.533333333333333
109,6,1,0,14.362169871794876,12.0,8.40446253205127,1.8333333333333333,55.0,53.166666666666664,24.0,2.8,2.4,2.3333333333333335
