seed,initial_weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
0,126,1,0,14.770300810300812,14.0,8.000511222111225,2.2666666666666666,36.0,33.733333333333334,30.0,3.8,3.3,2.2666666666666666
50,126,1,0,14.791934953934954,14.0,7.918500492840492,2.466666666666667,37.0,34.53333333333333,22.0,5.4,3.2,2.466666666666667
150,126,1,0,15.115039862914863,13.0,8.727614522005785,1.9285714285714286,44.0,42.07142857142857,24.0,5.8,3.1,2.6
100,126,1,0,14.847139832389825,13.5,8.270631354201349,1.8571428571428572,37.0,35.142857142857146,16.0,5.4,3.1,2.8666666666666667
1,126,1,0,14.835189948939947,13.5,8.04497714646463,2.142857142857143,37.0,34.857142857142854,19.0,4.0,3.4,2.6
51,126,1,0,14.771604881229882,13.5,8.065555606893106,2.0,34.0,32.0,23.0,7.0,4.5,2.533333333333333
151,126,1,0,14.672248751248748,12.5,7.993253636363646,2.5714285714285716,39.0,36.42857142857143,28.0,4.2,3.4,2.6666666666666665
101,126,1,0,14.730723554223548,13.0,8.130041565656555,2.3846153846153846,39.0,36.61538461538461,24.0,6.4,3.9,3.3333333333333335
2,126,1,0,14.796426837051838,13.5,8.01821584665334,2.1538461538461537,44.0,41.84615384615385,27.0,7.4,3.9,3.0
52,126,1,0,14.794504120879122,12.5,8.069056208791208,2.272727272727273,34.0,31.727272727272727,15.0,4.6,3.1,2.466666666666667
152,126,1,0,15.065553710178706,14.0,8.431657197940936,2.142857142857143,35.0,32.857142857142854,23.0,6.2,3.6,2.6
102,126,1,0,14.818347249972243,13.0,8.073937057525807,2.3636363636363638,43.0,40.63636363636363,21.0,4.4,3.5,2.7333333333333334
3,126,1,0,15.074053169053162,14.0,8.324833211233196,2.0,35.0,33.0,28.0,5.6,2.9,2.466666666666667
53,126,1,0,14.67715630203131,14.0,7.650244639110887,2.1333333333333333,37.0,34.86666666666667,21.0,4.2,2.7,2.1333333333333333
