seed,initial_weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
150,127,1,0,15.136769203019208,12.5,8.7646431013431,1.8666666666666667,39.0,37.13333333333333,24.0,4.0,3.4,2.2
0,127,1,0,14.791403707403704,13.5,8.031080515040525,2.5,33.0,30.5,30.0,5.0,3.5,2.933333333333333
50,127,1,0,14.792265193140189,13.0,7.985270718448215,2.3333333333333335,34.0,31.666666666666668,21.0,5.4,3.4,2.3333333333333335
100,127,1,0,14.862917180042167,13.0,8.363374537962025,2.142857142857143,43.0,40.857142857142854,16.0,6.4,3.7,2.533333333333333
151,127,1,0,14.702245046620048,12.5,8.000957007575757,2.2666666666666666,36.0,33.733333333333334,27.0,4.6,3.1,3.066666666666667
51,127,1,0,14.831204587079581,12.5,8.165291779886777,2.1666666666666665,37.0,34.833333333333336,23.0,5.8,3.0,2.6
1,127,1,0,14.839430930180926,13.5,8.050934925629923,2.3846153846153846,40.0,37.61538461538461,18.0,5.0,3.9,3.066666666666667
101,127,1,0,14.74142248029749,13.0,8.035305542929281,2.1333333333333333,40.0,37.86666666666667,24.0,5.8,3.6,2.533333333333333
152,127,1,0,15.049427988677985,13.0,8.444031970529473,2.2142857142857144,34.0,31.785714285714285,23.0,5.6,3.9,2.7333333333333334
52,127,1,0,14.779792180042172,12.0,8.103187037962044,2.0714285714285716,38.0,35.92857142857143,14.0,6.0,3.7,2.533333333333333
2,127,1,0,14.815668747918751,12.666666666666666,8.091428064435569,2.25,41.0,38.75,27.0,6.4,3.3,2.3333333333333335
102,127,1,0,14.832934981684978,13.0,8.113699816849818,2.2666666666666666,41.0,38.733333333333334,20.0,6.0,3.7,2.6
153,127,1,0,14.858774378399382,12.5,8.181339828088579,2.066666666666667,35.0,32.93333333333333,17.0,6.2,3.0,2.066666666666667
53,127,1,0,14.677293442668436,13.5,7.788662967171729,1.7857142857142858,37.0,35.214285714285715,22.0,6.6,3.1,2.6666666666666665
3,127,1,0,15.077198260073255,13.5,8.366293548534784,2.0,35.0,33.0,27.0,6.4,2.2,2.533333333333333
103,127,1,0,14.99373661061162,13.5,8.370699684343437,2.4,35.0,32.6,29.0,5.8,2.8,2.8
154,127,1,0,14.890495199245201,13.0,8.318554320679315,2.2666666666666666,39.0,36.733333333333334,32.0,4.8,3.7,2.6
54,127,1,0,14.678991633366634,13.0,7.9506974463037015,2.25,35.0,32.75,17.0,6.6,2.5,2.3333333333333335
4,127,1,0,14.74108023920524,12.5,8.053027784715288,2.2666666666666666,37.0,34.733333333333334,28.0,5.8,3.2,2.933333333333333
104,127,1,0,14.679920149295144,13.0,7.883867074592079,2.1333333333333333,40.0,37.86666666666667,22.0,7.2,3.3,2.1333333333333333
155,127,1,0,15.004882062382055,14.0,8.200557323232312,1.7692307692307692,44.0,42.23076923076923,29.0,5.6,3.2,2.1333333333333333
55,127,1,0,14.800563561438558,13.0,8.192498430319686,2.076923076923077,39.0,36.92307692307692,23.0,5.8,4.0,2.3333333333333335
5,127,1,0,14.90531884781884,13.5,8.154000283050273,2.0,34.0,32.0,25.0,6.6,3.0,2.6666666666666665
105,127,1,0,14.853813228438225,13.5,8.05887743298368,2.142857142857143,37.0,34.857142857142854,25.0,5.8,3.5,2.2
56,127,1,0,14.842295066045056,12.5,8.155088539238548,2.0,40.0,38.0,20.0,6.8,3.2,3.2
156,127,1,0,14.835573149073143,13.5,8.069695628815627,2.1333333333333333,39.0,36.86666666666667,29.0,4.4,3.6,2.1333333333333333
6,127,1,0,14.950187659562662,13.0,8.351325476606734,2.533333333333333,39.0,36.46666666666667,34.0,8.2,3.3,2.7333333333333334
106,127,1,0,14.872167207792202,12.5,8.270049512987017,2.4166666666666665,45.0,42.583333333333336,23.0,5.0,3.6,2.7333333333333334
57,127,1,0,14.794771867021868,13.5,7.982653038350533,2.2222222222222223,36.0,33.77777777777778,26.0,7.4,3.3,2.8666666666666667
157,127,1,0,14.931425074925068,14.0,8.231517677322676,2.2857142857142856,40.0,37.714285714285715,19.0,6.0,3.2,2.933333333333333
7,127,1,0,15.057999916749916,13.0,8.532800074925067,2.2857142857142856,42.0,39.714285714285715,27.0,5.4,2.5,2.8666666666666667
