initial_weight,weight,none-anonymity,mean-min,max-mean,median-min,max-median
18,3,0,8.331636668886667,27.890585553335555,7.222222222222222,29.0
18,3,0,8.882190268065267,36.492809731934734,7.041666666666666,38.333333333333336
18,3,0,8.320288628038622,23.67971137196138,6.5,25.5
18,3,0,8.719731934731938,35.580268065268065,6.3,38.0
18,3,1,9.398868992118993,27.60113100788101,7.0,30.0
18,3,0,8.828500513375513,26.402268717393717,6.897435897435897,28.333333333333336
18,3,1,9.602869144744147,29.397130855255853,7.666666666666666,31.333333333333336
18,3,0,8.543636571761567,33.7230300949051,6.766666666666667,35.5
18,3,0,8.516959207459205,23.733040792540795,7.0,25.25
18,3,0,8.534894855144858,32.965105144855144,7.0,34.5
18,3,0,8.81852043789544,25.581479562104562,6.4,28.0
18,3,1,9.516865717615717,32.483134282384285,7.0,35.0
18,3,0,8.525584790209788,27.688700924075924,6.8809523809523805,29.333333333333336
18,3,1,9.559061091686095,34.4409389083139,7.0,37.0
18,3,0,8.733392732267733,30.48089298201798,6.214285714285714,33.0
18,3,0,8.60257296869797,32.84187147574647,6.444444444444445,35.0
18,3,0,8.748653513153513,22.751346486846487,6.5,25.0
18,3,0,8.180444416694419,23.81955558330558,6.5,25.5
18,3,0,8.474661310911308,29.739624403374407,7.214285714285714,31.0
18,3,0,9.030227244977253,23.30310608835608,7.333333333333333,25.0
18,3,0,8.4859473998224,22.7140526001776,7.2,24.0
18,3,0,9.157337468087475,34.64266253191253,7.3,36.5
18,3,0,9.244301295926293,34.50569870407371,6.75,37.0
18,3,1,8.949792235542237,26.050207764457763,7.0,28.0
18,3,0,9.254428682428681,28.49557131757132,6.75,31.0
18,3,0,8.469993520368522,28.780006479631478,7.25,30.0
18,3,0,8.42410411810412,26.642562548562545,6.066666666666666,29.0
18,3,0,8.085637778887781,27.01436222111222,6.1,29.0
18,3,0,8.63656105006105,28.69677228327228,6.333333333333333,31.0
18,3,0,8.85893256743257,23.474400765900764,6.333333333333333,26.0
18,3,0,8.16679058441559,26.166542748917742,6.333333333333333,28.0
18,3,0,8.862369005994005,24.637630994005995,6.5,27.0
18,3,0,8.196227841602848,24.946629301254294,6.809523809523808,26.333333333333336
18,3,0,8.725365412365413,23.741301254301256,6.716666666666667,25.75
18,3,0,9.279511627261623,30.18715503940504,7.466666666666667,32.0
18,3,0,8.929671606171608,27.57032839382839,6.5,30.0
18,3,0,9.14862373737374,24.35137626262626,7.5,26.0
18,3,0,8.286793636918638,21.046539696414698,6.833333333333333,22.5
18,3,0,9.087218129093134,27.45823641636141,7.212121212121211,29.333333333333336
18,3,0,8.879407939282935,15.787258727383731,7.666666666666667,17.0
18,3,0,8.794431082806081,28.667107378732382,6.461538461538462,31.0
18,3,0,8.07171554834055,20.005207528582527,5.743589743589744,22.333333333333332
18,3,0,8.365074814074811,21.968258519258523,6.833333333333333,23.5
18,3,0,8.671947774447778,22.661385558885556,6.333333333333333,25.0
18,3,0,9.013753427128426,33.186246572871575,7.2,35.0
18,3,0,8.916391317016318,25.33360868298368,6.25,28.0
18,3,0,8.61197757797758,24.67373670773671,6.285714285714286,27.0
18,3,0,8.550142135642133,24.949857864357867,6.5,27.0
18,3,1,9.375000846375844,29.624999153624156,7.0,32.0
18,3,0,8.706362540237539,30.96030412642913,7.666666666666667,32.0
18,3,0,8.495376456876455,23.904623543123545,6.6,25.8
18,3,0,8.773317002442003,29.493349664224667,6.266666666666667,32.0
18,3,0,8.2895531968032,26.074083166833162,6.03030303030303,28.333333333333332
18,3,0,8.113602799977802,26.986397200022196,6.433333333333334,28.666666666666664
18,3,0,8.707335553335557,27.848220002219996,6.555555555555555,30.0
18,3,0,9.12324286824286,23.501757131757138,7.375,25.25
18,3,0,8.289830211455214,26.910169788544785,5.866666666666667,29.333333333333332
18,3,1,9.095062826062826,19.904937173937174,7.0,22.0
18,3,0,8.19033949383949,22.80966050616051,5.666666666666667,25.333333333333332
18,3,0,8.984685397935394,27.815314602064607,7.133333333333334,29.666666666666664
18,3,0,8.807212967587965,46.692787032412035,6.5,49.0
18,3,0,8.292510073260075,21.840823260073257,7.133333333333333,23.0
18,3,0,8.2001293983794,28.7998706016206,6.0,31.0
18,3,0,8.146896742146737,20.034921439671443,7.181818181818182,21.0
18,3,0,8.502227369852369,22.783486915861918,6.285714285714286,25.0
18,3,0,8.63961328948829,35.027053377178376,7.166666666666667,36.5
18,3,0,8.320404734154735,26.879595265845264,6.7,28.5
18,3,0,8.742448648573646,25.757551351426354,6.5,28.0
18,3,0,8.462853896103892,23.87047943722944,6.999999999999999,25.333333333333336
18,3,0,8.110224913974912,25.88977508602509,6.333333333333334,27.666666666666664
18,3,0,8.721588647463646,26.611744685869688,6.833333333333333,28.5
18,3,0,8.768328726828727,27.686216727716726,6.787878787878789,29.666666666666664
18,3,0,8.320465326340333,28.679534673659667,5.5,31.5
18,3,0,8.531451479076477,25.718548520923523,6.25,28.0
18,3,0,8.426846389721387,21.773153610278612,6.2,24.0
18,3,0,9.313170371295369,23.353496295371297,6.666666666666667,26.0
18,3,0,8.651170079920083,33.68216325341325,6.333333333333333,36.0
18,3,0,8.568425685425684,29.556574314574316,6.125,32.0
18,3,0,8.879192210567215,26.620807789432785,7.166666666666666,28.333333333333336
18,3,0,8.859916444666442,26.71151212676213,6.904761904761905,28.666666666666664
18,3,0,8.898792291042287,34.601207708957716,6.833333333333334,36.666666666666664
18,3,0,9.10664145576645,35.347903998779,6.454545454545455,38.0
18,3,0,8.428876678876678,20.637789987789986,6.4,22.666666666666664
18,3,0,8.636117327117331,22.727519036519034,7.363636363636363,24.0
18,3,0,8.225718808968807,31.940947857697857,6.166666666666667,34.0
18,3,0,8.99141247641248,25.43715895215895,6.628571428571428,27.8
18,3,0,8.229499028749025,24.770500971250975,6.0,27.0
18,3,0,8.674917013542014,24.825082986457986,7.5,26.0
18,3,0,8.834377150627148,23.610067293817295,6.694444444444445,25.75
18,3,0,8.537122446997449,25.71287755300255,6.916666666666666,27.333333333333336
18,3,0,8.41586932511933,24.884130674880673,6.3,27.0
18,3,0,8.620411754911752,27.75458824508825,6.708333333333334,29.666666666666664
18,3,0,8.898436438561436,29.672992132867137,7.571428571428571,31.0
18,3,0,9.049098221223224,29.417568445443443,7.466666666666667,31.0
18,3,0,8.397426171051176,19.833343059718054,6.230769230769231,22.0
18,3,0,9.285708971583976,23.571433885558882,7.357142857142858,25.5
18,3,0,8.609061924186923,30.72427140914641,6.333333333333333,33.0
18,3,0,8.766523865023863,24.662047563547567,6.928571428571429,26.5
18,3,0,8.958003857253852,25.470567571317577,6.428571428571429,28.0
