seed,initial-weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
50,42,2,0,14.493806637806635,13.0,7.840759826839818,2.1818181818181817,40.0,37.81818181818182,14.0,4.6,3.1,3.4
0,42,2,0,14.509083818958818,12.0,7.857187915695411,2.090909090909091,40.0,37.90909090909091,28.0,5.0,3.1,2.2666666666666666
25,42,2,0,14.558583055833061,12.5,7.935608583083572,2.5454545454545454,49.0,46.45454545454545,21.0,4.4,5.1,2.6
75,42,2,0,14.672505480630482,13.0,8.232844848207352,2.2666666666666666,37.0,34.733333333333334,26.0,7.4,3.9,2.466666666666667
51,42,2,0,14.55674195249195,13.0,8.046201920856909,2.3,40.0,37.7,23.0,6.0,2.3,3.6666666666666665
76,42,2,0,14.74909314296814,12.5,8.268307102758353,2.5,54.0,51.5,22.0,5.0,3.6,2.6666666666666665
1,42,2,0,14.409088106338112,13.0,7.726820704295692,2.3,38.0,35.7,11.0,6.6,2.3,2.4
26,42,2,0,14.493384948384954,12.5,8.015821245421249,2.25,39.0,36.75,25.0,4.2,3.3,2.8666666666666667
52,42,2,0,14.445340603840611,13.333333333333334,7.7186468625818625,1.9090909090909092,37.0,35.09090909090909,17.0,7.6,3.4,2.8
27,42,2,0,14.36574286824286,11.5,8.140090848040849,2.5,46.0,43.5,21.0,8.6,3.6,4.066666666666666
2,42,2,0,14.631436577311574,11.5,8.331707080419593,2.3333333333333335,43.0,40.666666666666664,30.0,5.2,3.1,2.8
77,42,2,0,14.568915057165059,12.333333333333334,7.995733050838044,2.4545454545454546,41.0,38.54545454545455,38.0,5.0,3.5,2.6666666666666665
53,42,2,0,14.50631675269176,13.333333333333334,7.984062252469758,2.5,40.0,37.5,31.0,6.4,3.2,2.8
28,42,2,0,14.575066378066378,12.0,8.07244025974026,2.3333333333333335,50.0,47.666666666666664,15.0,7.0,4.6,2.7333333333333334
3,42,2,0,14.52224830724831,12.0,7.940421489621474,2.2666666666666666,45.0,42.733333333333334,27.0,6.6,2.6,2.3333333333333335
78,42,2,0,14.86716014541014,13.0,8.504555869130884,2.2857142857142856,45.0,42.714285714285715,21.0,3.6,4.0,2.6666666666666665
4,42,2,0,14.629186091686092,13.0,7.936316239316238,2.0714285714285716,40.0,37.92857142857143,28.0,4.2,2.9,2.533333333333333
29,42,2,0,14.474876137751126,13.0,7.872360237401481,2.2,43.0,40.8,18.0,4.0,3.5,3.0
54,42,2,0,14.234287948162951,12.5,7.561169485098244,2.75,39.0,36.25,16.0,4.2,3.5,3.3333333333333335
79,42,2,0,14.53300195637695,12.5,7.86295496461871,2.4,39.0,36.6,23.0,7.6,3.6,2.7333333333333334
5,42,2,0,14.735431748806752,12.666666666666666,8.422924981823739,1.8461538461538463,45.0,43.15384615384615,27.0,8.0,3.1,2.066666666666667
55,42,2,0,14.609607004107007,13.5,8.001353696303685,2.4545454545454546,46.0,43.54545454545455,23.0,6.4,3.3,2.8
80,42,2,0,14.497508158508163,13.0,7.668959160839172,2.142857142857143,38.0,35.857142857142854,25.0,6.0,3.5,2.2666666666666666
30,42,2,0,14.898421911421917,12.0,8.619388717948734,2.2666666666666666,39.0,36.733333333333334,15.0,7.0,3.3,2.2666666666666666
6,42,2,0,14.861776043401042,13.5,8.295254842241091,2.111111111111111,44.0,41.888888888888886,44.0,6.2,3.1,2.533333333333333
81,42,2,0,14.561505078255077,13.5,8.012185226440227,2.357142857142857,44.0,41.642857142857146,31.0,5.0,3.6,2.6666666666666665
56,42,2,0,14.637792277167275,13.0,8.20127569444446,2.357142857142857,43.0,40.642857142857146,21.0,6.6,3.2,3.1333333333333333
31,42,2,0,14.239719877344879,13.0,7.409868917748919,2.0833333333333335,37.0,34.916666666666664,32.0,6.0,2.9,3.2666666666666666
7,42,2,0,14.824920954045954,13.0,8.376072722277707,2.2,40.0,37.8,25.0,6.4,2.2,2.2666666666666666
82,42,2,0,14.428806304806306,13.0,7.9269385148185165,2.5,44.0,41.5,20.0,6.6,3.7,2.7333333333333334
57,42,2,0,14.5186549006549,13.0,8.078397138417134,2.066666666666667,45.0,42.93333333333333,18.0,6.2,2.9,3.4
32,42,2,0,14.750102258852257,13.0,8.082406944444433,2.0,47.0,45.0,33.0,5.8,3.0,2.933333333333333
8,42,2,0,14.618970529470522,13.0,8.111254460539454,2.1538461538461537,40.0,37.84615384615385,40.0,7.2,2.9,3.1333333333333333
83,42,2,0,14.471520493395504,12.666666666666666,7.741201146076146,1.7692307692307692,41.0,39.23076923076923,16.0,5.6,4.1,3.0
