seed,initial-weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
0,37,4,0,14.756735625485621,13.0,8.413803224553218,1.9,45.0,43.1,30.0,4.4,4.5,2.6666666666666665
75,37,4,0,14.501145104895103,11.666666666666666,8.509129720279722,2.111111111111111,52.0,49.888888888888886,24.0,11.0,4.1,3.1333333333333333
25,37,4,0,14.389101634476631,12.0,7.954808528971031,2.0,43.0,41.0,19.0,6.8,3.4,2.7333333333333334
50,37,4,0,14.16692923742924,12.0,7.956456610056614,1.9,48.0,46.1,19.0,4.6,3.3,3.0
1,37,4,0,14.126603049728043,12.0,7.819983590714855,2.5384615384615383,45.0,42.46153846153846,12.0,3.2,3.4,3.2
76,37,4,0,14.361081807081804,12.0,8.33474537240537,1.9230769230769231,55.0,53.07692307692308,17.0,8.2,4.9,3.0
26,37,4,0,14.119932289932287,11.5,7.948018126318114,2.3636363636363638,45.0,42.63636363636363,21.0,7.4,3.1,2.7333333333333334
51,37,4,0,14.16809996947497,11.0,8.168882023809518,2.3333333333333335,54.0,51.666666666666664,19.0,3.2,4.5,2.8
2,37,4,0,14.568615828615831,12.5,8.284618070818064,2.3636363636363638,44.0,41.63636363636363,35.0,5.2,5.1,3.0
77,37,4,0,14.415378343878348,12.0,8.089467057387049,2.2,43.0,40.8,31.0,6.0,3.9,2.533333333333333
52,37,4,0,14.319345321345327,12.0,8.085502903762901,2.0,46.0,44.0,18.0,4.6,2.0,3.6
27,37,4,0,14.109402819402817,11.0,7.822477744477755,1.8461538461538463,45.0,43.15384615384615,19.0,6.4,3.2,2.7333333333333334
3,37,4,0,14.271459318459314,12.5,7.791734539904544,2.2142857142857144,50.0,47.785714285714285,29.0,8.6,4.9,2.533333333333333
53,37,4,0,13.971863539238543,12.0,7.525582658313909,2.25,48.0,45.75,22.0,8.0,2.9,3.3333333333333335
4,37,4,0,14.486544552669557,11.5,8.595898912337665,2.1538461538461537,43.0,40.84615384615385,24.0,4.4,2.6,3.2666666666666666
28,37,4,0,13.818137626262637,11.333333333333334,7.609734974747469,2.3333333333333335,40.0,37.666666666666664,22.0,9.2,2.9,3.0
78,37,4,0,14.333528971028972,13.0,7.664829795204788,2.3333333333333335,46.0,43.666666666666664,16.0,6.4,2.8,3.2666666666666666
79,37,4,0,14.202771187146187,12.5,7.597283445720949,2.1,41.0,38.9,25.0,4.2,3.2,3.466666666666667
54,37,4,0,13.96707321844822,12.0,7.651321097652348,2.1538461538461537,42.0,39.84615384615385,20.0,8.4,4.1,3.8
29,37,4,0,14.31611736874237,12.5,8.06630023656899,1.7857142857142858,53.0,51.214285714285715,14.0,4.4,4.1,3.7333333333333334
5,37,4,0,14.542015900765898,12.0,8.250126802364298,1.8571428571428572,54.0,52.142857142857146,35.0,6.6,3.2,2.533333333333333
80,37,4,0,14.670536713286708,12.0,8.536903962703963,1.8571428571428572,47.0,45.142857142857146,21.0,3.6,2.8,3.066666666666667
30,37,4,0,14.354074481074484,13.0,8.103414456654471,2.0,37.0,35.0,12.0,4.6,3.4,3.4
81,37,4,0,14.07607783882784,12.0,7.7624710622710635,2.25,43.0,40.75,33.0,7.8,3.5,4.0
6,37,4,0,14.986105852480849,11.333333333333334,9.207087908341672,2.4,49.0,46.6,44.0,9.0,2.4,2.933333333333333
55,37,4,0,13.989252580752584,11.0,7.669350254745267,2.2857142857142856,46.0,43.714285714285715,23.0,6.6,3.1,3.466666666666667
