seed,initial-weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
25,39,1,0,14.940480977355977,14.0,8.317138261738261,1.8333333333333333,37.0,35.166666666666664,21.0,5.2,3.8,2.7333333333333334
0,39,1,0,14.950975815850818,14.0,8.341082733100233,2.375,40.0,37.625,29.0,5.4,2.9,2.7333333333333334
50,39,1,0,14.729351301476301,13.0,8.091290315656568,2.3333333333333335,44.0,41.666666666666664,20.0,4.8,3.5,2.3333333333333335
75,39,1,0,14.736450244200237,12.5,8.269559282661795,2.25,41.0,38.75,24.0,6.6,3.7,3.1333333333333333
26,39,1,0,14.779227300477299,13.0,8.123110883560873,2.4285714285714284,45.0,42.57142857142857,24.0,8.2,3.3,3.066666666666667
1,39,1,0,14.665877622377618,13.0,8.132392587412586,2.5,37.0,34.5,15.0,6.8,4.0,3.0
51,39,1,0,14.66059472471972,12.5,8.13046474775224,2.4166666666666665,40.0,37.583333333333336,23.0,4.2,3.9,2.6
76,39,1,0,14.765155330780338,12.5,8.291057095682099,2.0,39.0,37.0,22.0,5.0,3.4,3.2
2,39,1,0,14.790224900099904,14.0,8.095090842907089,1.8,42.0,40.2,28.0,4.8,3.3,2.1333333333333333
27,39,1,0,14.514285853035863,13.0,7.751857015207022,2.357142857142857,37.0,34.642857142857146,20.0,5.0,3.9,2.6666666666666665
52,39,1,0,14.704235833610841,13.0,8.202103033078043,2.4285714285714284,47.0,44.57142857142857,23.0,4.8,3.9,2.7333333333333334
77,39,1,0,14.702688533688534,13.5,8.093526549006556,2.0,38.0,36.0,30.0,5.0,3.7,2.3333333333333335
28,39,1,0,14.646386016761014,13.5,7.938861004412254,2.3333333333333335,39.0,36.666666666666664,24.0,4.6,3.3,2.3333333333333335
53,39,1,0,14.403460483960485,12.5,7.820920169275173,2.4285714285714284,39.0,36.57142857142857,27.0,3.6,3.3,2.6
3,39,1,0,14.71622154234654,13.5,7.963238396464649,2.357142857142857,39.0,36.642857142857146,33.0,3.0,3.9,3.2
78,39,1,0,14.797710026085031,13.0,8.177060976523478,2.466666666666667,39.0,36.53333333333333,20.0,5.2,3.6,2.466666666666667
