seed,initial-weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
0,11,10,0,13.757381063381057,8.4,10.357407066267056,1.25,83.0,81.75,34.0,8.4,2.2,3.466666666666667
25,11,10,4,13.035318570318571,9.0,9.4821421911422,1.0,82.0,81.0,16.0,4.6,3.2,3.933333333333333
75,11,10,4,13.661604270729276,9.5,9.661725138611374,1.0,67.0,66.0,23.0,6.8,4.9,3.3333333333333335
50,11,10,1,12.30057849095349,8.0,8.477957314213572,1.0,98.0,97.0,22.0,2.8,4.1,4.733333333333333
1,11,10,5,12.486735347985354,9.0,8.429285256410264,1.0,71.0,70.0,10.0,3.8,4.8,2.7333333333333334
26,11,10,2,12.352393190143191,8.25,8.491015365467861,1.0,58.0,57.0,8.0,3.8,5.8,8.733333333333333
76,11,10,1,13.879463175713175,9.0,10.282628675491186,1.0,73.0,72.0,12.0,4.2,6.4,2.8666666666666667
2,11,10,3,13.121040487290491,7.833333333333333,9.626700754800742,1.0,87.0,86.0,19.0,7.6,4.0,2.3333333333333335
27,11,10,2,12.56363192363193,9.0,8.432699944499944,1.0,74.0,73.0,18.0,2.2,3.8,4.0
51,11,10,3,13.148258463758461,7.0,9.676298665223687,1.0,75.0,74.0,17.0,2.2,4.0,4.2
28,11,10,1,13.024474053724061,7.75,9.686612902930412,1.0,92.0,91.0,10.0,6.8,4.3,2.066666666666667
77,11,10,2,13.326954323454322,9.0,9.277195763680771,1.0,71.0,70.0,30.0,25.6,5.8,4.666666666666667
52,11,10,2,13.741607559107557,7.0,10.909621753246745,1.0,85.0,84.0,2.0,8.2,2.5,4.533333333333333
3,11,10,1,13.522760253635248,9.0,9.600734489121985,1.0,75.0,74.0,32.0,6.0,3.6,2.466666666666667
29,11,10,4,13.302250333000332,7.5,10.42431646686646,1.0,82.0,81.0,34.0,3.4,7.6,1.2666666666666666
53,11,10,2,12.742285395160389,7.0,9.718949721667236,1.0,83.0,82.0,13.0,8.4,4.5,3.933333333333333
78,11,10,1,13.886983433233427,8.666666666666666,10.507387766400255,1.0,94.0,93.0,15.0,1.4,2.0,4.066666666666666
4,11,10,5,13.630731629481627,8.0,10.388487859362874,1.0,83.0,82.0,19.0,4.2,5.0,2.6666666666666665
30,11,10,0,13.487516150516145,9.0,9.887072027972012,1.4166666666666667,88.0,86.58333333333333,6.0,5.4,2.7,4.666666666666667
54,11,10,2,12.779921703296703,8.0,8.989119125457867,1.0,58.0,57.0,14.0,8.0,4.9,2.8
31,11,10,1,12.47499524087024,8.0,8.889003331390828,1.0,83.0,82.0,32.0,1.6,2.6,3.1333333333333333
79,11,10,3,13.491148185148184,10.0,9.05287330669331,1.0,80.0,79.0,7.0,6.0,6.6,4.2
5,11,10,1,13.605152944277947,8.0,10.244586978438234,1.0,81.0,80.0,46.0,5.2,3.9,7.6
80,11,10,3,13.13411514874015,8.5,8.879778244394494,1.0,78.0,77.0,13.0,3.2,5.6,3.2666666666666666
6,11,10,1,13.741717227217219,10.0,9.52313127428126,1.0,73.0,72.0,68.0,4.2,2.7,4.133333333333334
32,11,10,0,14.112679195804196,8.666666666666666,10.383918021561783,1.5,99.0,97.5,48.0,7.2,2.7,4.733333333333333
55,11,10,4,13.142669302919307,8.666666666666666,9.489991777944288,1.0,74.0,73.0,9.0,22.6,7.3,2.8666666666666667
81,11,10,2,13.344687326562322,7.357142857142857,10.20678657106782,1.0,68.0,67.0,37.0,4.2,2.5,2.7333333333333334
7,11,10,7,14.350645285270286,8.666666666666666,11.198574111721614,1.0,95.0,94.0,45.0,20.0,4.4,3.2
56,11,10,1,13.523128246753249,9.0,9.551184366883113,1.0,63.0,62.0,28.0,3.8,2.8,3.6666666666666665
33,11,10,4,13.230763736263732,9.666666666666666,9.195516776556776,1.0,60.0,59.0,12.0,8.4,2.7,4.0
82,11,10,4,13.641505217005218,8.0,10.407858171273174,1.0,77.0,76.0,14.0,13.0,2.7,2.933333333333333
8,11,10,2,13.38146671384171,9.0,9.43499196650572,1.0,118.0,117.0,50.0,6.8,2.8,3.6666666666666665
57,11,10,2,13.047289529914531,8.333333333333334,9.483316014957262,1.0,73.0,72.0,15.0,6.0,3.9,2.2666666666666666
34,11,10,6,13.32762734487735,7.090909090909091,10.201380072150068,1.0,74.0,73.0,14.0,4.2,4.4,3.0
9,11,10,3,13.51816462703962,9.0,10.070586244172487,1.0,77.0,76.0,8.0,9.4,3.2,5.333333333333333
58,11,10,5,12.701038711288708,8.5,8.589814450549444,1.0,69.0,68.0,54.0,8.0,3.4,2.4
83,11,10,2,12.82513453213454,8.0,9.245575184815191,1.0,96.0,95.0,11.0,4.0,2.5,5.0
10,11,10,4,12.86455448717949,9.5,8.49325080128205,1.0,70.0,69.0,14.0,3.0,2.6,5.266666666666667
35,11,10,3,14.330247738372737,9.0,10.723703159340657,1.0,78.0,77.0,58.0,13.2,3.8,4.933333333333334
59,11,10,2,13.010488622488625,9.0,9.087553078033071,1.0,84.0,83.0,7.0,3.4,3.8,4.666666666666667
84,11,10,2,13.597990967365966,9.333333333333334,9.631992628205147,1.0,86.0,85.0,10.0,3.2,3.5,2.066666666666667
36,11,10,2,13.496769549894555,8.0,10.012035183566413,1.0,77.0,76.0,18.0,7.8,6.2,5.2
11,11,10,1,13.328015220890217,8.75,9.54138222208347,1.0,65.0,64.0,10.0,8.4,3.9,5.133333333333334
37,11,10,2,13.88965845265845,9.0,10.368365585525599,1.0,74.0,73.0,15.0,12.2,8.2,5.8
12,11,10,4,13.710038419913419,8.0,10.18597502705628,1.0,103.0,102.0,1.0,5.6,2.6,2.2
60,11,10,4,12.841177350427348,8.5,8.853793440170943,1.0,67.0,66.0,16.0,2.4,5.8,2.8666666666666667
85,11,10,3,12.752067765567759,8.0,8.948731971916965,1.0,67.0,66.0,1.0,6.0,6.2,3.6666666666666665
13,11,10,1,13.76470804195804,8.714285714285714,10.554753519813524,1.0,96.0,95.0,60.0,6.2,5.2,3.2666666666666666
38,11,10,1,12.31276996614497,8.5,8.347506863414365,1.0,62.0,61.0,8.0,1.2,3.0,3.2666666666666666
61,11,10,3,13.712050962925968,8.0,10.183759188172946,1.0,73.0,72.0,47.0,8.6,4.4,1.7333333333333334
86,11,10,3,12.611750846375848,7.5,9.394528616522361,1.0,67.0,66.0,2.0,4.6,3.4,5.2
14,11,10,1,13.626334193584196,8.25,9.929899397824396,1.0,77.0,76.0,21.0,6.2,6.6,1.8666666666666667
62,11,10,2,13.633568181818186,7.5,10.366673636363641,1.0,69.0,68.0,4.0,4.0,5.1,2.2
39,11,10,3,13.262512834387831,9.0,9.34565793928292,1.0,75.0,74.0,71.0,8.6,3.4,2.933333333333333
87,11,10,5,13.246760947385953,8.0,9.660373936480205,1.0,84.0,83.0,36.0,3.6,8.1,3.4
15,11,10,1,13.555285644910636,9.0,9.730739094794085,1.0,62.0,61.0,12.0,7.0,5.0,2.933333333333333
63,11,10,0,13.366335192585195,8.5,9.276898698523704,1.3333333333333333,66.0,64.66666666666667,26.0,4.8,3.9,4.6
40,11,10,4,12.180499084249083,8.0,8.261622298534794,1.0,121.0,120.0,10.0,4.4,4.8,7.066666666666666
64,11,10,5,12.271768453768454,9.0,8.024544397824387,1.0,64.0,63.0,18.0,9.6,5.6,6.333333333333333
88,11,10,2,12.811217490842488,9.2,8.474365723443212,1.0,81.0,80.0,16.0,10.4,5.1,2.6666666666666665
16,11,10,4,13.116068875568871,7.571428571428571,10.006192007991988,1.0,95.0,94.0,38.0,6.6,5.0,1.6
41,11,10,0,13.538349164724163,9.75,9.085471143162394,1.5,60.0,58.5,18.0,2.4,3.0,2.533333333333333
65,11,10,3,13.752671536796534,8.0,10.664176980519477,1.0,86.0,85.0,11.0,7.4,5.7,6.866666666666666
89,11,10,4,13.76533069708069,8.0,10.377994967809983,1.0,85.0,84.0,30.0,7.4,6.1,4.466666666666667
42,11,10,2,12.602680222555225,8.0,8.663198397574636,1.0,84.0,83.0,3.0,9.8,4.3,6.466666666666667
17,11,10,2,13.135534895659891,7.666666666666667,9.873424333444333,1.0,67.0,66.0,10.0,4.6,2.4,5.933333333333334
90,11,10,2,12.901481046731039,8.5,9.187674365356862,1.0,73.0,72.0,18.0,8.8,5.4,2.933333333333333
