seed,initial-weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
0,44,10,0,14.161875582750588,11.333333333333334,8.303784956293702,2.142857142857143,47.0,44.857142857142854,32.0,6.0,6.0,3.6
50,44,10,0,13.330302183927195,11.0,7.226682520673771,2.857142857142857,47.0,44.142857142857146,18.0,4.2,4.9,5.533333333333333
25,44,10,0,13.87471807359307,11.333333333333334,7.987731179653689,2.0,48.0,46.0,11.0,3.4,5.3,2.8
75,44,10,0,14.299008547008544,11.0,8.681136410256414,2.0,51.0,49.0,25.0,4.2,3.1,2.3333333333333335
51,44,10,0,14.228795163170163,10.0,8.773206439393938,1.8,61.0,59.2,16.0,3.8,4.9,1.8
1,44,10,0,13.86174984737484,10.666666666666666,8.247531791819286,1.75,56.0,54.25,7.0,6.2,3.9,2.0
76,44,10,0,14.216854922854928,10.5,8.755853160173173,1.6363636363636365,61.0,59.36363636363637,17.0,9.0,3.4,2.533333333333333
26,44,10,0,13.497657675657672,11.0,7.669490975690974,1.5,51.0,49.5,23.0,11.4,5.0,3.7333333333333334
52,44,10,0,14.147831043956044,10.5,8.884503429487188,1.6666666666666667,48.0,46.333333333333336,7.0,4.4,2.7,3.4
2,44,10,0,14.139045426795432,11.0,8.51932547563549,2.0,59.0,57.0,28.0,5.8,3.5,3.533333333333333
77,44,10,0,13.976016525141526,11.666666666666666,7.908239617465881,1.8571428571428572,53.0,51.142857142857146,29.0,6.4,2.2,3.6
27,44,10,0,13.602770021645021,10.0,7.985228116883122,2.8333333333333335,57.0,54.166666666666664,28.0,4.8,4.6,4.2
53,44,10,0,13.666014457764454,11.5,7.473861622544128,1.6923076923076923,51.0,49.30769230769231,19.0,7.2,1.7,3.466666666666667
3,44,10,0,14.11659224109224,11.8,8.379558796203815,2.0,61.0,59.0,32.0,4.6,4.0,3.4
78,44,10,0,14.413932262182252,12.0,8.547296899766895,1.9166666666666667,42.0,40.083333333333336,16.0,5.2,5.1,2.2
28,44,10,0,13.873185703185714,11.0,8.10308181818182,2.1818181818181817,58.0,55.81818181818182,21.0,5.4,3.5,3.4
