seed,initial_weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
25,50,142,18,13.026477480852481,5.875,11.999038507326004,1.0,89.0,88.0,6.0,8.6,3.6,4.266666666666667
50,50,142,16,12.90156672494172,5.5,12.085653968531455,1.0,168.0,167.0,2.0,3.2,3.3,3.933333333333333
0,50,142,13,13.598355547230542,6.0,12.870505337579102,1.0,128.0,127.0,26.0,10.2,2.1,7.4
75,50,142,13,12.339407301032304,6.0,10.668638581279827,1.0,75.0,74.0,20.0,5.0,7.4,2.2666666666666666
76,50,142,18,13.017123917748915,5.5,12.231864195526695,1.0,97.0,96.0,13.0,3.0,2.9,2.7333333333333334
26,50,142,21,11.37900056887557,6.0,9.566093014763029,1.0,83.0,82.0,12.0,6.4,2.4,4.666666666666667
51,50,142,9,12.67057084582084,6.166666666666667,11.06602986763235,1.0,99.0,98.0,11.0,7.2,6.6,4.333333333333333
1,50,142,13,11.781154914529916,6.0,10.087231572039068,1.0,86.0,85.0,31.0,1.4,2.9,5.866666666666666
77,50,142,17,13.247711871461872,5.0,12.506849067599076,1.0,82.0,81.0,35.0,12.6,2.6,4.466666666666667
27,50,142,16,12.566057303807304,5.5,11.42545844794096,1.0,118.0,117.0,5.0,15.0,2.4,3.466666666666667
52,50,142,8,12.50587955100455,6.888888888888889,10.52644627497501,1.0,100.0,99.0,1.0,4.6,1.6,3.1333333333333333
2,50,142,20,12.584154664779668,6.0,11.862756000943486,1.0,104.0,103.0,21.0,12.8,7.9,2.2666666666666666
78,50,142,20,12.646847666222659,5.0,11.965359876928607,1.0,118.0,117.0,5.0,16.0,8.5,3.6
28,50,142,23,11.808456696081699,6.0,10.455327474886236,1.0,113.0,112.0,8.0,5.0,7.8,2.4
53,50,142,17,12.901854090354085,6.0,11.416657454212459,1.0,134.0,133.0,4.0,7.8,3.1,6.266666666666667
3,50,142,17,12.900392010767012,6.5,11.511625856504613,1.0,102.0,101.0,11.0,7.8,5.0,4.8
79,50,142,20,12.536114857364858,6.0,11.309982178932191,1.0,105.0,104.0,5.0,8.0,5.7,6.0
29,50,142,15,13.28434686147186,5.5,12.52376575757577,1.0,93.0,92.0,10.0,16.0,1.9,2.6666666666666665
54,50,142,19,12.354470349095346,5.333333333333333,11.619306128316136,1.0,111.0,110.0,5.0,2.6,5.0,3.4
4,50,142,19,13.33560205072706,7.0,11.943540164418883,1.0,131.0,130.0,8.0,11.0,6.8,3.4
80,50,142,18,13.552115856365855,5.25,13.080815120435147,1.0,119.0,118.0,4.0,3.8,2.5,3.8
30,50,142,12,13.586845362970362,6.0,13.204288040293036,1.0,185.0,184.0,4.0,16.4,2.4,3.933333333333333
55,50,142,12,12.522916971916972,6.0,10.968478986569005,1.0,131.0,130.0,11.0,16.4,2.7,2.933333333333333
5,50,142,11,13.91712083749584,7.2,12.060727497502485,1.0,124.0,123.0,57.0,1.4,2.0,5.0
31,50,142,13,11.679793525918521,7.0,9.318134208152948,1.0,67.0,66.0,14.0,2.2,1.5,5.066666666666666
81,50,142,21,12.547000874125867,5.6,11.854832896270382,1.0,107.0,106.0,55.0,8.6,2.0,3.533333333333333
56,50,142,11,13.27363147963148,6.0,12.254239000998997,1.0,128.0,127.0,92.0,3.6,2.7,4.2
