seed,initial-weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
25,7,9,7,13.177970349095341,7.6,10.356486173409921,1.0,85.0,84.0,6.0,3.2,7.2,5.733333333333333
50,7,9,5,12.892843295593291,7.5,9.772033225663233,1.0,68.0,67.0,7.0,3.8,4.0,5.133333333333334
75,7,9,7,12.918921176046176,7.875,9.789255176767663,1.0,80.0,79.0,20.0,8.4,4.7,3.466666666666667
0,7,9,6,13.839018190143188,8.0,10.87997926781552,1.0,101.0,100.0,41.0,5.6,1.1,1.5333333333333334
26,7,9,13,13.263078296703293,7.0,11.22913993131867,1.0,129.0,128.0,10.0,3.0,6.2,2.7333333333333334
76,7,9,6,13.368736499611503,7.0,10.71738337024087,1.0,115.0,114.0,14.0,1.8,5.7,2.066666666666667
51,7,9,8,13.251052683427687,7.5,10.489942574370055,1.0,66.0,65.0,9.0,6.6,2.9,5.0
1,7,9,6,12.180960400710402,8.0,8.982915101287595,1.0,57.0,56.0,18.0,8.2,2.3,3.533333333333333
27,7,9,3,12.54121454933955,7.333333333333333,9.61402579156956,1.0,80.0,79.0,10.0,4.2,4.5,3.466666666666667
77,7,9,3,13.478486610611615,7.0,10.925601902541889,1.0,86.0,85.0,24.0,7.0,2.5,2.533333333333333
2,7,9,3,12.754081890331888,8.0,9.23247261904762,1.0,74.0,73.0,36.0,4.8,16.1,3.6666666666666665
78,7,9,7,13.609737831612831,7.5,11.312031832750579,1.0,77.0,76.0,9.0,2.8,6.1,3.2
28,7,9,4,12.297584207459202,7.666666666666667,9.056285247669006,1.0,62.0,61.0,10.0,11.4,12.7,2.533333333333333
52,7,9,9,13.570051809301813,7.4,11.196666842046827,1.0,74.0,73.0,4.0,7.0,3.0,5.933333333333334
79,7,9,10,13.226973235098235,8.25,10.304872376928634,1.0,80.0,79.0,1.0,2.8,2.9,4.933333333333334
3,7,9,2,13.533280011655016,7.5,10.921698126456889,1.0,119.0,118.0,35.0,8.2,1.8,3.8
29,7,9,4,13.863543789543794,8.0,10.880811268731291,1.0,97.0,96.0,7.0,5.0,2.5,7.466666666666667
53,7,9,7,12.91412984237984,7.333333333333333,10.159931532634042,1.0,80.0,79.0,13.0,11.2,3.1,2.466666666666667
80,7,9,1,12.277749916749915,8.0,8.675337798867792,1.0,94.0,93.0,6.0,3.4,2.2,3.7333333333333334
30,7,9,3,13.421531857031859,8.11111111111111,10.072324145299136,1.0,95.0,94.0,8.0,7.8,2.6,4.266666666666667
4,7,9,5,12.96368308080808,7.0,10.353212992424247,1.0,149.0,148.0,8.0,7.0,3.8,3.466666666666667
81,7,9,1,13.491044955044961,7.6,10.458743663003675,1.0,102.0,101.0,52.0,5.8,2.4,3.2666666666666666
54,7,9,5,12.748064768564763,8.0,9.70955252913752,1.0,78.0,77.0,5.0,9.4,2.1,5.533333333333333
31,7,9,5,12.39220879120879,7.0,9.651947362637358,1.0,74.0,73.0,57.0,7.2,4.6,3.4
82,7,9,8,13.6907945942946,7.75,10.9313342884893,1.0,59.0,58.0,15.0,8.8,2.3,1.8
5,7,9,5,14.166650266400268,8.0,11.640009676157165,1.0,120.0,119.0,56.0,2.6,2.7,8.333333333333334
55,7,9,9,13.166485861360862,7.0,10.536775149850142,1.0,127.0,126.0,11.0,2.6,1.6,3.3333333333333335
32,7,9,6,14.0452799006549,8.0,11.26647366258739,1.0,100.0,99.0,40.0,3.8,1.4,3.466666666666667
83,7,9,5,13.031740523365533,7.2,10.49845568598068,1.0,119.0,118.0,3.0,1.4,4.3,3.6666666666666665
56,7,9,3,14.20906318681318,8.0,11.326199560439555,1.0,90.0,89.0,60.0,4.2,1.4,2.4
33,7,9,5,12.688507409257419,8.307692307692308,9.228878146853155,1.0,98.0,97.0,14.0,5.8,6.0,3.7333333333333334
84,7,9,3,12.805851578976576,8.0,9.362187592962602,1.0,71.0,70.0,20.0,14.6,3.0,2.1333333333333333
6,7,9,4,13.58416383616383,8.0,10.841910059940044,1.0,109.0,108.0,109.0,9.8,2.8,4.133333333333334
57,7,9,3,12.930807276057273,7.333333333333333,10.05261667665668,1.0,101.0,100.0,15.0,1.8,3.4,6.533333333333333
34,7,9,6,13.471470029970035,8.0,10.192448413253413,1.0,70.0,69.0,12.0,11.0,11.9,4.0
85,7,9,2,12.796267940392944,7.0,9.975756620046619,1.0,78.0,77.0,10.0,8.4,3.8,3.7333333333333334
7,7,9,1,14.127713231213225,8.0,10.865265468420457,1.0,101.0,100.0,82.0,3.4,5.1,2.8666666666666667
58,7,9,4,12.747827977577984,8.333333333333334,9.227513320568324,1.0,79.0,78.0,35.0,17.2,4.9,3.0
35,7,9,3,14.017310925185917,7.0,11.431107002303253,1.0,101.0,100.0,81.0,6.6,3.6,2.3333333333333335
86,7,9,6,13.788311105561109,7.0,11.491697336829857,1.0,125.0,124.0,3.0,8.0,2.3,2.466666666666667
59,7,9,8,13.18975765900766,8.0,10.295221764901774,1.0,98.0,97.0,8.0,8.4,2.2,4.533333333333333
36,7,9,7,13.824043525918523,8.0,10.864557504301256,1.0,86.0,85.0,36.0,5.2,3.3,1.9333333333333333
87,7,9,3,13.64496176046177,8.363636363636363,10.350007424242413,1.0,111.0,110.0,18.0,3.0,7.2,6.466666666666667
8,7,9,3,13.226933177933175,7.666666666666667,10.45044275835276,1.0,66.0,65.0,61.0,3.0,2.4,7.0
60,7,9,3,13.144253135753136,8.4,9.761068795093797,1.0,82.0,81.0,8.0,3.8,3.1,2.6666666666666665
37,7,9,7,14.235141525141525,8.0,11.580581751581747,1.0,81.0,80.0,8.0,2.6,2.4,3.3333333333333335
88,7,9,6,13.15327536352536,8.0,10.055534781884786,1.0,82.0,81.0,14.0,4.4,2.4,2.066666666666667
61,7,9,5,13.759150169275179,6.923076923076923,11.903026235153746,1.0,87.0,86.0,51.0,4.4,5.4,1.9333333333333333
9,7,9,2,13.298386516261516,8.222222222222221,10.046398232600712,1.0,103.0,102.0,22.0,20.2,10.3,6.866666666666666
38,7,9,3,12.697361013986006,8.6,9.121211177156171,1.0,58.0,57.0,7.0,4.2,11.2,3.4
89,7,9,4,13.627089188589185,8.0,10.731330054390066,1.0,91.0,90.0,36.0,12.6,5.6,6.666666666666667
62,7,9,6,12.697357281607285,7.5,9.574910860805868,1.0,72.0,71.0,1.0,9.2,5.8,6.0
10,7,9,5,12.162768453768452,7.5,8.920594296814295,1.0,71.0,70.0,12.0,4.6,4.9,3.066666666666667
39,7,9,6,13.552589604839604,7.0,10.90925931956931,1.0,105.0,104.0,46.0,10.4,2.7,3.3333333333333335
11,7,9,1,13.638337065712072,7.285714285714286,10.767414240620475,1.0,86.0,85.0,4.0,5.6,4.6,4.533333333333333
63,7,9,3,13.853131951381947,8.0,10.721578328338332,1.0,92.0,91.0,30.0,8.2,3.6,4.133333333333334
40,7,9,6,12.903456376956377,7.333333333333333,10.285426173826181,1.0,67.0,66.0,8.0,2.8,9.9,2.2
90,7,9,6,13.017360403485394,8.0,9.900910153873888,1.0,95.0,94.0,14.0,9.2,4.4,3.8
12,7,9,4,13.06601809301809,8.0,10.156709506049515,1.0,104.0,103.0,1.0,5.6,3.5,2.8666666666666667
64,7,9,8,12.677646464646475,8.0,9.535337950937944,1.0,121.0,120.0,18.0,5.0,2.5,4.733333333333333
41,7,9,5,13.281990967365957,8.0,10.243291995920751,1.0,88.0,87.0,15.0,14.0,1.9,4.133333333333334
91,7,9,6,12.405963855588858,7.8,9.255028026279286,1.0,78.0,77.0,14.0,9.2,6.6,6.066666666666666
13,7,9,6,13.091187382062394,8.428571428571429,10.04739486832612,1.0,80.0,79.0,48.0,20.4,2.0,3.8666666666666667
42,7,9,7,12.668107226107232,7.4,9.608256013986015,1.0,71.0,70.0,2.0,10.6,2.8,2.933333333333333
65,7,9,7,12.76912207237208,8.1,9.595947138139632,1.0,79.0,78.0,13.0,6.4,8.1,3.466666666666667
92,7,9,3,13.931795010544999,8.0,10.79160504356756,1.0,92.0,91.0,23.0,8.4,3.7,3.0
14,7,9,6,13.907617007992007,8.090909090909092,10.728591924325679,1.0,74.0,73.0,13.0,2.4,3.9,2.1333333333333333
66,7,9,10,12.074257048507045,7.428571428571429,9.016338540348535,1.0,75.0,74.0,2.0,18.6,6.0,1.6666666666666667
43,7,9,3,12.679488969363971,8.333333333333334,8.953562831751588,1.0,93.0,92.0,20.0,2.2,5.0,6.733333333333333
93,7,9,5,13.169109543234542,7.0,10.598509845293593,1.0,85.0,84.0,30.0,3.4,7.3,2.2
15,7,9,3,13.437217476967477,8.0,10.163169513819534,1.0,113.0,112.0,7.0,8.4,6.7,2.2666666666666666
67,7,9,5,12.810441863691862,7.333333333333333,10.006024028749032,1.0,110.0,109.0,13.0,4.0,4.1,7.8
44,7,9,2,13.709145326895337,8.0,10.754393756243772,1.0,107.0,106.0,27.0,2.8,2.1,2.066666666666667
94,7,9,7,13.048795496170492,7.714285714285714,10.246983765401255,1.0,125.0,124.0,11.0,11.0,4.2,2.466666666666667
16,7,9,5,12.723836274836266,7.666666666666667,9.500006421356408,1.0,106.0,105.0,23.0,13.8,5.1,2.1333333333333333
68,7,9,7,13.017322191697192,7.571428571428571,10.258286462148993,1.0,83.0,82.0,19.0,3.8,1.8,2.466666666666667
45,7,9,6,13.850859015984017,7.5,11.207884076756583,1.0,94.0,93.0,40.0,1.8,1.4,3.2
95,7,9,8,12.610125513375513,8.333333333333334,9.264650494505501,1.0,81.0,80.0,78.0,10.2,4.9,3.3333333333333335
17,7,9,5,12.821555167055172,6.6,10.24992024475523,1.0,81.0,80.0,15.0,4.8,2.6,4.266666666666667
46,7,9,5,13.600442848817856,7.3076923076923075,10.579005625208135,1.0,91.0,90.0,2.0,1.6,3.4,2.2666666666666666
69,7,9,7,12.472337537462538,7.666666666666667,9.430370642690653,1.0,79.0,78.0,4.0,13.0,2.6,2.4
96,7,9,5,13.045075369075368,8.0,9.954034343434344,1.0,82.0,81.0,3.0,6.0,2.9,2.8666666666666667
