seed,initial-weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
0,13,9,1,14.02736519036519,8.4,10.321297062937063,1.0,66.0,65.0,33.0,14.6,2.2,3.8
25,13,9,4,13.777716783216777,9.5,9.594152587412605,1.0,69.0,68.0,20.0,7.0,2.6,7.533333333333333
75,13,9,1,13.575867438117436,9.428571428571429,9.306134118936619,1.0,67.0,66.0,23.0,3.6,5.0,4.4
1,13,9,0,12.923763514263507,9.0,8.02460639582639,1.7,69.0,67.3,10.0,4.4,1.7,3.8
50,13,9,1,12.722803238428247,10.0,7.876652108308362,1.0,45.0,44.0,21.0,3.6,5.5,2.4
26,13,9,1,12.944365467865476,9.0,8.596836220446228,1.0,64.0,63.0,9.0,1.6,2.1,2.933333333333333
76,13,9,1,13.603616050616049,9.333333333333334,9.399765937395925,1.0,66.0,65.0,16.0,2.8,2.7,4.733333333333333
2,13,9,0,13.53990978465979,9.0,9.074462248584757,1.3333333333333333,56.0,54.666666666666664,17.0,10.6,3.2,3.2
51,13,9,0,12.857924284049282,8.75,8.842294515484511,1.5,58.0,56.5,17.0,4.4,4.7,3.533333333333333
27,13,9,2,13.075925838050841,9.25,8.331703763458759,1.0,79.0,78.0,46.0,3.0,4.6,4.733333333333333
77,13,9,1,13.88011742424242,9.0,10.106724848484838,1.0,81.0,80.0,34.0,8.4,3.2,3.2
3,13,9,0,13.518788461538456,9.0,9.593326858974358,1.6666666666666667,95.0,93.33333333333333,29.0,5.2,2.4,3.533333333333333
28,13,9,1,13.140155025530023,9.0,9.12676279956155,1.0,76.0,75.0,12.0,16.4,2.3,2.6666666666666665
52,13,9,2,13.851264166389164,10.0,9.240602441863706,1.0,61.0,60.0,6.0,7.6,3.8,5.866666666666666
4,13,9,0,13.640443958818956,9.0,9.268449199689186,1.5,81.0,79.5,14.0,7.0,5.1,3.466666666666667
78,13,9,0,13.261146242646241,9.0,9.05186324286824,1.25,91.0,89.75,14.0,8.0,3.9,4.466666666666667
53,13,9,2,12.74334974747474,8.0,8.52472249999999,1.0,62.0,61.0,13.0,14.2,1.8,7.2
29,13,9,3,13.516495199245192,8.666666666666666,10.155762688422682,1.0,86.0,85.0,7.0,8.6,4.8,3.2
5,13,9,3,13.825895507270495,9.0,9.743167920274148,1.0,97.0,96.0,43.0,2.2,5.8,3.466666666666667
79,13,9,0,13.764937021312027,10.0,9.064182456709966,1.3333333333333333,60.0,58.666666666666664,7.0,11.4,2.7,3.7333333333333334
54,13,9,0,12.776551018426016,9.0,8.109216600066599,1.3333333333333333,57.0,55.666666666666664,6.0,9.0,2.9,5.866666666666666
30,13,9,3,13.98147501110001,9.2,9.61111615800865,1.0,66.0,65.0,8.0,9.2,4.1,3.8666666666666667
