seed,initial_weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
0,50,44,5,14.06751051726052,8.0,10.63874263791763,1.0,67.0,66.0,40.0,18.6,2.4,3.3333333333333335
25,50,44,3,13.549733086358092,8.8,9.71068417041293,1.0,67.0,66.0,17.0,4.4,3.9,3.7333333333333334
50,50,44,1,12.684482489732497,9.0,8.316517432289936,1.0,77.0,76.0,22.0,5.4,1.4,4.6
75,50,44,2,12.966983502608505,8.4,8.97778138320011,1.0,68.0,67.0,14.0,9.2,3.4,4.066666666666666
1,50,44,1,12.853922258297255,9.0,8.574215196608947,1.0,54.0,53.0,20.0,2.0,5.0,3.8
26,50,44,2,12.333148143523136,9.0,8.035294447635701,1.0,95.0,94.0,9.0,6.2,6.6,5.133333333333334
51,50,44,2,13.02697553835054,8.0,9.569989967254969,1.0,60.0,59.0,13.0,11.2,2.8,2.6666666666666665
76,50,44,4,13.39061310911311,7.5,10.247994196914185,1.0,87.0,86.0,12.0,6.0,7.7,2.7333333333333334
2,50,44,1,13.236783480408471,8.75,9.24464805930183,1.0,69.0,68.0,16.0,10.0,4.9,6.0
27,50,44,3,13.230145368520368,8.5,9.239731575369081,1.0,91.0,90.0,40.0,6.6,2.7,3.4
52,50,44,6,13.35306071706072,7.571428571428571,10.896299629259635,1.0,111.0,110.0,8.0,3.8,2.0,5.466666666666667
77,50,44,2,13.330373598623598,8.75,9.427727563547556,1.0,85.0,84.0,33.0,12.0,2.4,2.066666666666667
3,50,44,1,13.242317959817957,9.0,9.172646966921965,1.0,77.0,76.0,32.0,13.0,3.7,6.0
28,50,44,4,12.68373321123321,8.0,9.185382753357743,1.0,91.0,90.0,11.0,20.0,4.2,5.266666666666667
53,50,44,2,12.695639901764903,8.0,8.984036594239107,1.0,77.0,76.0,14.0,5.4,8.6,5.466666666666667
78,50,44,2,13.298615176490184,9.428571428571429,8.922983224691963,1.0,70.0,69.0,14.0,6.4,4.7,4.2
29,50,44,6,13.016686008436016,8.0,9.225153707681196,1.0,72.0,71.0,23.0,3.8,2.6,3.4
4,50,44,5,13.59585654623155,7.8,10.644693244949487,1.0,89.0,88.0,11.0,3.8,6.3,4.0
54,50,44,5,12.138354631479631,8.0,8.645368173493168,1.0,85.0,84.0,19.0,4.6,4.8,3.7333333333333334
79,50,44,4,13.119578699078701,8.0,9.236794910644894,1.0,81.0,80.0,4.0,6.6,3.9,3.4
30,50,44,1,14.489912171162171,9.333333333333334,10.880061480186482,1.0,97.0,96.0,6.0,5.4,4.2,5.4
5,50,44,1,13.669724691974693,8.0,10.26224011072263,1.0,83.0,82.0,37.0,1.8,6.3,4.333333333333333
55,50,44,5,13.219907231657235,8.0,10.150759371739385,1.0,69.0,68.0,10.0,3.6,4.2,2.7333333333333334
80,50,44,2,13.228269633144627,9.0,9.304449686147189,1.0,66.0,65.0,15.0,4.4,5.6,4.6
31,50,44,0,12.634248556998562,9.5,8.192515068542566,1.3333333333333333,54.0,52.666666666666664,32.0,6.2,3.4,2.3333333333333335
6,50,44,1,14.109009892884892,9.0,10.03369307498057,1.0,80.0,79.0,60.0,6.6,5.0,3.6
56,50,44,3,13.989233141858142,9.25,9.907182812187823,1.0,63.0,62.0,55.0,6.8,3.9,4.933333333333334
