seed,initial-weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
25,38,7,0,14.246385420135416,12.0,8.293000101287586,2.375,53.0,50.625,15.0,7.2,5.5,3.466666666666667
75,38,7,0,14.269777972027967,12.333333333333334,8.23068872377622,1.6666666666666667,44.0,42.333333333333336,23.0,8.4,2.4,2.0
0,38,7,0,14.090782647907647,10.666666666666666,8.318281708152956,2.0714285714285716,43.0,40.92857142857143,29.0,4.4,2.1,3.3333333333333335
50,38,7,0,13.892519216894216,11.0,7.912542383311132,2.25,56.0,53.75,16.0,4.2,2.8,2.8
26,38,7,0,14.158839105339107,10.5,8.394282279942292,2.4,50.0,47.6,23.0,6.2,3.8,3.0
76,38,7,0,14.502470154845161,12.0,8.52792506993008,1.4545454545454546,48.0,46.54545454545455,24.0,1.6,4.5,2.8
1,38,7,0,14.08604126429126,11.333333333333334,8.01186492535242,2.375,43.0,40.625,12.0,5.8,4.1,2.933333333333333
51,38,7,0,14.142193320568316,11.5,8.174089209956712,1.7272727272727273,54.0,52.27272727272727,20.0,9.6,6.3,3.933333333333333
77,38,7,0,14.001395951270949,10.0,8.333925117521373,2.2666666666666666,49.0,46.733333333333334,32.0,7.8,4.3,4.8
52,38,7,0,13.942921744921748,11.333333333333334,7.979658081918082,2.0,47.0,45.0,9.0,9.2,3.6,4.866666666666666
27,38,7,0,14.01693985181485,11.333333333333334,7.994442654845154,1.6666666666666667,64.0,62.333333333333336,16.0,7.0,3.8,4.6
2,38,7,0,14.037872516372515,11.0,8.273792770562777,1.75,56.0,54.25,28.0,9.2,4.2,2.933333333333333
78,38,7,0,14.084152916527906,11.0,8.313494608447103,2.25,54.0,51.75,17.0,8.2,4.0,2.933333333333333
53,38,7,0,13.651726440226442,11.5,7.570733721278718,1.7692307692307692,50.0,48.23076923076923,23.0,9.6,2.8,3.466666666666667
28,38,7,0,13.759429736929736,12.0,7.538289543789537,2.0,60.0,58.0,13.0,4.4,6.4,3.0
3,38,7,0,14.236566835941836,11.666666666666666,8.576714196220449,1.8,46.0,44.2,30.0,6.2,4.4,2.933333333333333
54,38,7,0,13.672706349206342,11.0,7.423501587301578,2.2857142857142856,51.0,48.714285714285715,19.0,9.0,3.7,4.2
79,38,7,0,13.943847832722836,11.5,7.904939632173385,1.7777777777777777,59.0,57.22222222222222,18.0,6.8,3.9,3.066666666666667
29,38,7,0,14.257498751248745,11.0,8.425517690642694,2.1538461538461537,53.0,50.84615384615385,11.0,3.0,3.4,4.066666666666666
4,38,7,0,13.899657190032187,10.666666666666666,8.233930630341879,2.0,50.0,48.0,24.0,5.6,6.1,4.133333333333334
55,38,7,0,14.224637487512496,10.0,8.744275509490528,2.1538461538461537,56.0,53.84615384615385,27.0,9.6,3.2,3.933333333333333
30,38,7,0,14.42644531857032,11.0,8.62737265151515,2.090909090909091,46.0,43.90909090909091,14.0,6.6,3.0,3.066666666666667
5,38,7,0,14.505071400821398,11.666666666666666,8.515892165334664,2.0,64.0,62.0,32.0,2.4,3.0,2.4
80,38,7,0,13.817587037962038,12.0,7.499486591741595,2.2142857142857144,47.0,44.785714285714285,22.0,8.0,2.5,4.8
56,38,7,0,14.525726884226879,11.5,8.733646686091701,2.125,53.0,50.875,25.0,4.2,2.5,3.8
31,38,7,0,13.547417485292485,11.5,7.508014361471863,2.5,53.0,50.5,43.0,2.8,3.3,3.066666666666667
57,38,7,0,13.591804834054836,10.0,7.965397756132752,2.0,42.0,40.0,16.0,6.0,4.6,3.4
6,38,7,0,14.351062826062828,11.333333333333334,8.619858918858926,2.1666666666666665,52.0,49.833333333333336,47.0,8.8,3.5,2.8
81,38,7,0,14.037706141081133,11.0,7.958764122266615,1.9,49.0,47.1,32.0,5.8,2.6,3.066666666666667
32,38,7,0,14.436549200799206,10.5,8.974491623376627,2.0,46.0,44.0,38.0,2.8,3.5,2.3333333333333335
58,38,7,0,13.841985320235324,11.25,7.878825223942724,1.8,51.0,49.2,34.0,8.8,3.8,5.2
7,38,7,0,14.368855380730384,12.0,8.497538587801088,1.7272727272727273,46.0,44.27272727272727,41.0,7.4,3.3,2.6666666666666665
33,38,7,0,13.835982156732154,11.75,7.777774988344988,2.3076923076923075,45.0,42.69230769230769,13.0,9.4,3.6,3.6
82,38,7,0,14.41209852647353,10.5,8.748563149350652,1.8181818181818181,48.0,46.18181818181818,14.0,8.6,4.6,2.066666666666667
8,38,7,0,13.939464674214669,11.0,7.964788360250854,2.0,48.0,46.0,48.0,3.0,3.5,3.0
59,38,7,0,13.998292180042172,11.75,7.821502881562876,2.25,46.0,43.75,14.0,4.2,4.6,3.2666666666666666
34,38,7,0,14.331450535575529,12.0,8.433154076895347,2.0,59.0,57.0,27.0,4.6,3.6,3.0
9,38,7,0,14.13993856143857,12.0,7.826052222777223,2.5833333333333335,57.0,54.416666666666664,19.0,4.0,3.4,3.0
35,38,7,0,14.962328518703517,12.0,9.159064140581641,2.142857142857143,51.0,48.857142857142854,30.0,4.8,4.3,3.4
60,38,7,0,14.057748515373511,11.2,8.033223702547453,2.4,51.0,48.6,15.0,3.4,7.3,2.466666666666667
83,38,7,0,14.317880189255177,12.0,8.39902918192918,1.25,60.0,58.75,12.0,6.0,5.9,3.1333333333333333
10,38,7,0,13.720907634032635,10.5,7.715482969114203,1.8,46.0,44.2,14.0,8.0,4.3,2.8666666666666667
36,38,7,0,14.527664543789543,11.5,8.973145010406263,1.5,54.0,52.5,37.0,6.0,5.5,3.3333333333333335
61,38,7,1,14.281644591519589,10.75,8.8465830022755,1.0,62.0,61.0,38.0,6.0,4.3,3.0
84,38,7,0,14.214294497169497,11.0,8.444516958874457,1.7777777777777777,41.0,39.22222222222222,19.0,9.2,3.6,3.466666666666667
11,38,7,0,14.222624444999438,12.5,7.909662132867124,1.7142857142857142,44.0,42.285714285714285,15.0,11.0,2.6,4.333333333333333
37,38,7,0,14.422847541347544,11.5,8.559036540681525,1.6666666666666667,45.0,43.333333333333336,23.0,6.2,3.2,4.466666666666667
