seed,initial_weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
0,192,1,0,15.033247849372856,13.5,8.40441197857698,2.0,39.0,37.0,27.0,4.8,3.9,2.466666666666667
25,192,1,0,14.828063367188372,13.5,8.041620434842942,2.2142857142857144,35.0,32.785714285714285,21.0,5.2,3.2,2.4
12,192,1,0,15.064442196692198,13.5,8.507002022977021,2.2142857142857144,37.0,34.785714285714285,23.0,5.4,2.4,2.3333333333333335
37,192,1,0,14.973080072705068,14.0,8.24922793456543,2.230769230769231,38.0,35.76923076923077,21.0,5.2,3.3,2.3333333333333335
1,192,1,0,14.812418498168494,13.333333333333334,8.123202426739919,2.4545454545454546,37.0,34.54545454545455,13.0,4.6,3.8,2.8666666666666667
26,192,1,0,14.791954115329109,13.0,8.143482672743929,2.2,38.0,35.8,25.0,5.0,3.3,3.0
13,192,1,0,14.983091477966477,13.5,8.295555840270856,2.1333333333333333,43.0,40.86666666666667,25.0,6.4,2.7,2.2
38,192,1,0,14.819614912864917,12.666666666666666,8.147758131035623,2.1538461538461537,39.0,36.84615384615385,30.0,6.0,3.3,2.8
2,192,1,0,14.930495199245197,13.5,8.306859272671765,1.6,39.0,37.4,29.0,6.0,3.6,3.2
27,192,1,0,14.796245601620605,12.5,8.233378958541442,2.272727272727273,38.0,35.72727272727273,22.0,6.2,4.4,2.8
14,192,1,0,14.85583327783328,14.0,8.101191717171709,2.272727272727273,34.0,31.727272727272727,21.0,6.4,3.3,2.6
39,192,1,0,14.944892732267734,13.333333333333334,8.169596540959047,2.2,36.0,33.8,29.0,5.0,3.7,2.533333333333333
3,192,1,0,14.860482017982008,14.0,7.908937262737271,1.9285714285714286,35.0,33.07142857142857,29.0,4.2,3.3,2.3333333333333335
28,192,1,0,14.935100371850377,13.5,8.206654646742162,2.2142857142857144,41.0,38.785714285714285,23.0,4.4,3.7,2.8666666666666667
15,192,1,0,14.898987248862248,14.0,8.084951986069496,2.1333333333333333,36.0,33.86666666666667,28.0,5.2,4.0,2.1333333333333333
40,192,1,0,14.741996031746025,14.0,7.932203571428582,2.1538461538461537,39.0,36.84615384615385,16.0,6.8,3.7,3.066666666666667
