seed,initial_weight,weight,none-anonymity,mean,median,desviation,min,max,range,person1,person5,person10,person15
0,158,1,0,15.022168720168722,13.0,8.330048151848152,2.230769230769231,44.0,41.76923076923077,29.0,6.4,3.9,2.466666666666667
12,158,1,0,14.857593212343211,13.5,8.133134584027097,2.2,36.0,33.8,22.0,5.4,2.9,2.8666666666666667
37,158,1,0,14.96726973026973,13.0,8.300766453546448,2.3636363636363638,37.0,34.63636363636363,26.0,5.6,3.1,2.4
25,158,1,0,14.914428890553895,13.0,8.222869709595958,2.066666666666667,35.0,32.93333333333333,24.0,7.4,2.8,2.066666666666667
1,158,1,0,14.870086233211234,13.0,8.173221527777768,2.076923076923077,37.0,34.92307692307692,18.0,6.0,3.5,2.3333333333333335
13,158,1,0,15.108047077922073,13.5,8.530999042207789,2.1,38.0,35.9,26.0,5.0,3.6,2.8
38,158,1,0,14.897973845598843,14.0,8.089884323593076,1.9333333333333333,40.0,38.06666666666667,27.0,5.0,4.2,1.9333333333333333
26,158,1,0,14.678841880341876,14.0,7.646888632478638,2.1666666666666665,38.0,35.833333333333336,27.0,6.4,3.5,3.0
2,158,1,0,14.854677572427573,14.0,7.973056306193808,2.1538461538461537,34.0,31.846153846153847,30.0,5.4,4.2,2.3333333333333335
14,158,1,0,14.843115134865126,13.5,8.22590292457544,2.2857142857142856,35.0,32.714285714285715,17.0,5.4,3.3,2.6
39,158,1,0,14.865916125541126,13.0,8.099698003246761,2.4,36.0,33.6,32.0,4.2,3.0,2.8666666666666667
27,158,1,0,14.813938797313797,13.0,8.180594470390721,2.076923076923077,45.0,42.92307692307692,25.0,5.2,2.9,2.2666666666666666
40,158,1,0,14.721289141414138,13.5,7.849775315656566,2.3333333333333335,37.0,34.666666666666664,16.0,5.0,2.6,2.3333333333333335
3,158,1,0,14.850664960039955,13.5,7.957388236763228,2.111111111111111,36.0,33.888888888888886,28.0,5.4,3.5,2.1333333333333333
15,158,1,0,14.737987637362643,13.5,7.873671497252753,2.2666666666666666,34.0,31.733333333333334,25.0,6.2,2.6,3.2
28,158,1,0,14.84624331224331,13.5,8.106068853368857,2.2142857142857144,37.0,34.785714285714285,22.0,6.8,3.6,2.6666666666666665
16,158,1,0,15.103583583083582,13.5,8.291774775224763,2.066666666666667,39.0,36.93333333333333,27.0,6.0,3.9,2.4
41,158,1,0,15.122232933732938,13.0,8.667435018315016,2.142857142857143,35.0,32.857142857142854,27.0,7.0,3.4,2.6666666666666665
29,158,1,0,14.92740904928406,13.5,8.231057765151515,2.1538461538461537,42.0,39.84615384615385,18.0,7.8,2.9,2.8
4,158,1,0,14.876127095127094,13.5,8.237679259629246,2.3333333333333335,36.0,33.666666666666664,28.0,5.8,3.4,3.466666666666667
17,158,1,0,14.848141053391048,13.0,8.229710230880244,2.2666666666666666,40.0,37.733333333333334,21.0,4.2,3.5,2.2666666666666666
42,158,1,0,14.6987857975358,13.0,7.915129208291703,2.1666666666666665,39.0,36.833333333333336,18.0,4.6,3.9,2.7333333333333334
30,158,1,0,14.957071844821847,13.5,8.241211028971044,1.9333333333333333,39.0,37.06666666666667,21.0,5.0,3.8,1.9333333333333333
5,158,1,0,15.0540897019647,14.0,8.461319268231783,2.0,37.0,35.0,30.0,6.4,3.2,2.0
18,158,1,0,14.785678918303924,13.0,8.097175395160404,2.5,39.0,36.5,35.0,6.6,2.9,2.6
43,158,1,0,14.678049880674884,14.0,7.889413610972365,2.3076923076923075,38.0,35.69230769230769,22.0,5.2,2.9,2.8666666666666667
31,158,1,0,14.513278027528024,13.5,7.557916994949494,2.5,36.0,33.5,32.0,4.4,3.3,3.1333333333333333
6,158,1,0,15.05433166833167,13.0,8.591101498501517,2.4285714285714284,42.0,39.57142857142857,36.0,5.0,3.4,2.8
19,158,1,0,15.010905649905649,13.5,8.360184915084922,2.066666666666667,38.0,35.93333333333333,20.0,3.6,3.3,2.3333333333333335
