0, 1, 91
1, 1, 74
2, 1, 3
3, 1, 36
4, 1, 5
5, 1, 2
6, 1, 16
7, 1, 41
8, 1, 2
9, 1, 76
10, 1, 22
11, 1, 4
12, 1, 8
13, 1, 30
14, 1, 58
15, 1, 4
16, 1, 1
17, 1, 47
18, 1, 10
19, 1, 1
20, 1, 16
21, 1, 43
22, 1, 1
23, 1, 12
24, 1, 2
25, 1, 66
26, 1, 21
27, 1, 149
28, 1, 1
29, 1, 104
30, 1, 16
31, 1, 4
32, 1, 3
33, 1, 2
34, 1, 12
35, 1, 26
36, 1, 1
37, 1, 76
38, 1, 22
39, 1, 5
40, 1, 1
41, 1, 58
42, 1, 1
43, 1, 4
44, 1, 6
45, 1, 1
46, 1, 31
47, 1, 21
48, 1, 104
49, 1, 39
50, 1, 10
51, 1, 5
52, 1, 16
53, 1, 91
54, 1, 1
55, 1, 41
56, 1, 48
57, 1, 2
58, 1, 86
59, 1, 80
60, 1, 7
61, 1, 34
62, 1, 5
63, 1, 3
64, 1, 10
65, 1, 2
66, 1, 7
67, 1, 7
68, 1, 42
69, 1, 34
70, 1, 7
71, 1, 73
72, 1, 32
73, 1, 2
74, 1, 71
75, 1, 20
76, 1, 5
77, 1, 28
78, 1, 5
79, 1, 4
80, 1, 27
81, 1, 93
82, 1, 3
83, 1, 6
84, 1, 6
85, 1, 25
86, 1, 51
87, 1, 25
88, 1, 16
89, 1, 2
90, 1, 1
91, 1, 8
92, 1, 73
93, 1, 11
94, 1, 64
95, 1, 5
96, 1, 81
97, 1, 17
98, 1, 3
99, 1, 2
100, 1, 47
101, 1, 42
102, 1, 50
103, 1, 2
104, 1, 1
105, 1, 21
106, 1, 25
107, 1, 20
108, 1, 1
109, 1, 1
110, 1, 2
111, 1, 44
112, 1, 106
113, 1, 47
114, 1, 3
115, 1, 25
116, 1, 2
117, 1, 1
118, 1, 13
119, 1, 13
120, 1, 16
121, 1, 1
122, 1, 12
123, 1, 77
124, 1, 1
125, 1, 48
126, 1, 11
127, 1, 5
128, 1, 2
129, 1, 11
130, 1, 96
131, 1, 51
132, 1, 1
133, 1, 93
134, 1, 8
135, 1, 11
136, 1, 44
137, 1, 2
138, 1, 2
139, 1, 21
140, 1, 76
141, 1, 11
142, 1, 1
143, 1, 9
144, 1, 4
145, 1, 1
146, 1, 59
147, 1, 13
148, 1, 3
149, 1, 2
150, 1, 1
151, 1, 40
152, 1, 113
153, 1, 1
154, 1, 88
155, 1, 40
156, 1, 6
157, 1, 1
158, 1, 11
159, 1, 7
160, 1, 1
161, 1, 1
162, 1, 1
163, 1, 5
164, 1, 5
165, 1, 44
166, 1, 3
167, 1, 1
168, 1, 28
169, 1, 36
170, 1, 16
171, 1, 6
172, 1, 19
173, 1, 8
174, 1, 15
175, 1, 111
176, 1, 37
177, 1, 9
178, 1, 1
179, 1, 77
180, 1, 9
181, 1, 38
182, 1, 10
183, 1, 3
184, 1, 122
185, 1, 9
186, 1, 3
187, 1, 60
188, 1, 43
189, 1, 31
190, 1, 9
191, 1, 19
192, 1, 106
193, 1, 60
194, 1, 1
195, 1, 93
196, 1, 44
197, 1, 17
198, 1, 5
199, 1, 1
200, 1, 2
201, 1, 61
202, 1, 10
203, 1, 80
204, 1, 63
205, 1, 1
206, 1, 4
207, 1, 26
208, 1, 38
209, 1, 61
210, 1, 2
211, 1, 24
212, 1, 24
213, 1, 126
214, 1, 1
215, 1, 1
216, 1, 26
217, 1, 1
218, 1, 3
219, 1, 27
220, 1, 2
221, 1, 4
222, 1, 45
223, 1, 5
224, 1, 2
225, 1, 1
226, 1, 66
227, 1, 3
228, 1, 18
229, 1, 3
230, 1, 1
231, 1, 11
232, 1, 2
233, 1, 13
234, 1, 92
235, 1, 3
236, 1, 12
237, 1, 59
238, 1, 11
239, 1, 29
240, 1, 3
241, 1, 12
242, 1, 15
243, 1, 42
244, 1, 7
245, 1, 1
246, 1, 12
247, 1, 4
248, 1, 3
249, 1, 28
250, 1, 146
251, 1, 5
252, 1, 21
253, 1, 4
254, 1, 1
255, 1, 2
256, 1, 110
257, 1, 2
258, 1, 48
259, 1, 84
260, 1, 2
261, 1, 1
262, 1, 6
263, 1, 3
264, 1, 11
265, 1, 8
266, 1, 3
267, 1, 1
268, 1, 3
269, 1, 26
270, 1, 3
271, 1, 1
272, 1, 38
273, 1, 26
274, 1, 48
275, 1, 1
276, 1, 15
277, 1, 59
278, 1, 7
279, 1, 11
280, 1, 2
281, 1, 11
282, 1, 4
283, 1, 22
284, 1, 36
285, 1, 27
286, 1, 6
287, 1, 6
288, 1, 2
289, 1, 6
290, 1, 9
291, 1, 46
292, 1, 1
293, 1, 28
294, 1, 22
295, 1, 3
296, 1, 25
297, 1, 24
298, 1, 6
299, 1, 32
300, 1, 11
301, 2, 4
302, 2, 3
303, 2, 23
304, 2, 54
305, 2, 89
306, 2, 43
307, 2, 7
308, 2, 46
309, 2, 29
310, 2, 11
311, 2, 9
312, 2, 31
313, 2, 8
314, 2, 8
315, 2, 9
316, 2, 88
317, 2, 8
318, 2, 10
319, 2, 9
320, 2, 2
321, 2, 6
322, 2, 50
323, 2, 19
324, 2, 2
325, 2, 24
326, 2, 38
327, 2, 133
328, 2, 10
329, 2, 5
330, 2, 2
331, 2, 4
332, 2, 21
333, 2, 65
334, 2, 24
335, 2, 24
336, 2, 14
337, 2, 130
338, 2, 3
339, 2, 52
340, 2, 5
341, 2, 24
342, 2, 80
343, 2, 32
344, 2, 15
345, 2, 5
346, 2, 2
347, 2, 58
348, 2, 15
349, 2, 43
350, 2, 68
351, 2, 3
352, 2, 78
353, 2, 43
354, 3, 19
355, 3, 21
356, 3, 29
357, 3, 4
358, 3, 3
359, 3, 10
360, 3, 49
361, 3, 40
362, 3, 6
363, 3, 69
364, 3, 21
365, 3, 28
366, 3, 30
367, 3, 6
368, 3, 58
369, 3, 7
370, 3, 10
371, 3, 31
372, 3, 7
373, 4, 22
374, 4, 12
375, 4, 33
376, 4, 31
377, 4, 4
378, 4, 28
379, 4, 13
380, 4, 11
381, 4, 6
382, 5, 30
383, 5, 44
384, 5, 6
385, 5, 36
386, 5, 33
387, 6, 23
388, 6, 6
389, 6, 42
390, 7, 49
391, 7, 26
392, 8, 42
393, 8, 19
394, 9, 38
395, 10, 52
396, 11, 56
397, 12, 55
398, 13, 34
399, 14, 121
