initial_weight,weight,none-anonymity,mean-min,max-mean,median-min,max-median
131,4,0,8.545276168276164,21.37780075480076,7.256410256410257,22.666666666666664
131,4,0,9.201564269064267,17.22700715950716,8.428571428571429,18.0
131,4,0,9.250662878787875,23.082670454545458,8.333333333333334,24.0
131,4,0,9.181236430236433,21.175906426906423,7.357142857142858,23.0
131,4,0,9.097570415695415,17.18814387001887,7.785714285714286,18.5
131,4,0,8.927487401487404,18.149435675435672,7.576923076923077,19.5
131,4,0,9.368690712065717,19.031309287934285,7.9,20.5
131,4,0,9.014181915306901,22.0858180846931,7.6,23.5
131,4,0,8.718629897879893,18.281370102120107,7.5,19.5
131,4,0,9.015941017316019,16.38405898268398,7.4,18.0
131,4,0,8.733272824397826,19.33339384226884,8.066666666666666,20.0
131,4,0,9.530227938727942,19.053105394605392,8.583333333333334,20.0
131,4,0,9.217120629370624,22.082879370629378,7.8,23.5
131,4,0,8.825165931290933,19.265743159618157,7.590909090909091,20.5
131,4,0,9.083042152292155,17.116957847707845,7.7,18.5
131,4,0,9.321954143079143,18.106617285492284,8.428571428571429,19.0
131,4,0,8.817277236652238,19.182722763347762,7.5,20.5
131,4,0,8.688366980241977,20.311633019758023,7.5,21.5
131,4,0,9.08221475746476,20.11778524253524,8.2,21.0
131,4,0,9.124871212121203,20.075128787878796,7.7,21.5
131,4,0,8.677178571428572,18.32282142857143,7.0,20.0
131,4,0,8.836057095682095,23.29727623765124,8.133333333333333,24.0
131,4,0,8.876818251193257,21.123181748806743,7.5,22.5
131,4,0,8.735180458430456,19.487041763791765,8.222222222222221,20.0
131,4,0,8.981723595848596,24.089704975579977,7.571428571428571,25.5
131,4,0,8.918776584526581,18.444859779109784,8.363636363636363,19.0
131,4,0,8.966200771450769,19.3004658952159,7.266666666666667,21.0
131,4,0,8.979136946386955,17.378005910755903,7.857142857142858,18.5
131,4,0,8.913118423243418,18.16380465367966,7.576923076923077,19.5
131,4,0,9.053706571206572,22.16057914307914,7.714285714285714,23.5
131,4,0,8.948985472860475,15.479585955710954,8.428571428571429,16.0
131,4,0,9.071891955266953,19.285250901875905,7.857142857142858,20.5
131,4,0,8.626807234432238,20.37319276556776,8.0,21.0
131,4,0,9.018350746475754,24.181649253524245,7.2,26.0
131,4,0,9.11760338272838,19.88239661727162,7.5,21.5
131,4,0,9.431956807081812,16.022588647463643,7.954545454545455,17.5
131,4,0,9.430529165279166,19.902804168054168,8.333333333333334,21.0
131,4,0,8.456609876234879,17.376723457098457,7.333333333333334,18.5
131,4,0,9.188776057276062,15.144557276057272,7.333333333333333,17.0
131,4,0,8.820774225774226,18.445892440892443,7.766666666666667,19.5
131,4,0,9.204900321900322,17.12843301143301,7.833333333333333,18.5
131,4,0,9.311620601620602,18.355046065046064,8.166666666666666,19.5
131,4,0,8.523108835608834,18.385982073482076,7.409090909090909,19.5
131,4,0,9.068925976800976,19.073931166056166,7.142857142857142,21.0
131,4,0,9.483611749361758,25.891388250638244,7.875,27.5
131,4,0,9.534583166833164,30.932083499833503,7.966666666666667,32.5
131,4,0,9.052108780108785,21.322891219891215,7.375,23.0
131,4,0,8.53826341713841,17.328403249528257,6.866666666666667,19.0
131,4,0,8.978872405372401,19.20294577644578,7.681818181818182,20.5
131,4,0,8.673276085026087,15.398152486402484,8.071428571428571,16.0
131,4,0,9.2930254051504,21.173641261516266,7.466666666666667,23.0
131,4,0,9.152047702297704,17.181285631035628,7.833333333333333,18.5
131,4,0,8.766250319125323,22.541441988566987,7.8076923076923075,23.5
131,4,0,8.86567791930292,19.300988747363746,8.166666666666666,20.0
131,4,0,8.937257381507383,17.348456904206905,7.285714285714286,19.0
131,4,0,9.232368700743708,18.12477415639915,7.357142857142858,20.0
131,4,0,8.638230006105001,22.438693070818076,8.076923076923077,23.0
131,4,0,8.79261509324009,18.389203088578093,8.181818181818182,19.0
131,4,0,8.763459887334891,19.48654011266511,7.75,20.5
131,4,0,9.085818722943724,19.38084794372294,7.466666666666667,21.0
131,4,0,9.142158827283835,21.1911745060495,7.333333333333333,23.0
131,4,0,9.287292082917082,18.337707917082916,7.958333333333334,19.666666666666664
131,4,0,9.073100052725051,18.176899947274947,7.75,19.5
131,4,0,8.79239814352315,15.540935189810185,7.833333333333333,16.5
131,4,0,8.850493950493956,18.149506049506044,7.0,20.0
131,4,0,9.076147102897103,22.190519563769563,8.266666666666666,23.0
131,4,0,9.174540237540233,21.992126429126433,7.666666666666667,23.5
131,4,0,8.796269078144073,19.403730921855924,7.7,20.5
131,4,0,8.551442168942172,19.448557831057826,7.5,20.5
131,4,0,8.777228243978247,17.313680846930843,7.590909090909091,18.5
131,4,0,8.43023258685759,18.4586563020313,6.888888888888889,20.0
131,4,0,8.547640359640356,26.285692973692978,6.833333333333334,28.0
131,4,0,8.846542138417144,19.296315004439997,8.142857142857142,20.0
131,4,0,8.920189824064826,20.213143509268505,8.133333333333333,21.0
131,4,0,9.087105269730273,17.179561396936393,7.266666666666667,19.0
131,4,0,8.99521371683872,29.20478628316128,6.7,31.5
131,4,0,8.957124847374844,18.20954181929182,7.166666666666667,20.0
131,4,0,9.167150210900209,18.132849789099794,7.3,20.0
131,4,0,9.160729534354537,22.14696277333777,7.3076923076923075,24.0
131,4,0,9.027565642690648,20.139101023976018,7.666666666666667,21.5
131,4,0,9.044171522921518,20.122495143745148,8.166666666666666,21.0
131,4,0,9.372185328560324,19.02781467143968,7.4,21.0
131,4,0,8.689980561105564,19.23309636197136,7.923076923076923,20.0
131,4,0,8.907586913086915,17.292413086913086,8.2,18.0
131,4,0,8.956544150294155,17.32917013542013,7.6190476190476195,18.666666666666664
131,4,0,9.03726193251194,18.116584221334215,7.153846153846153,20.0
131,4,0,9.259090700965698,20.2409092990343,7.5,22.0
131,4,0,8.722819777444775,17.354103299478304,7.576923076923077,18.5
131,4,0,8.967691766566768,19.165641566766567,8.133333333333333,20.0
131,4,0,8.631178085803082,21.257710803085807,7.555555555555555,22.333333333333336
131,4,0,9.161447732822733,20.371885600510602,8.033333333333333,21.5
131,4,0,9.52684011821512,17.139826548451545,8.166666666666666,18.5
131,4,0,8.671984113109117,16.399444458319454,7.571428571428571,17.5
131,4,0,9.089067599067603,18.196646686646684,7.785714285714286,19.5
131,4,0,8.766070956820956,19.30059570984571,7.066666666666666,21.0
131,4,0,8.979365939615937,25.163491203241207,8.142857142857142,26.0
131,4,0,8.728378593628593,17.39662140637141,7.625,18.5
131,4,0,9.134045676545679,17.17364663114663,8.307692307692308,18.0
131,4,0,9.046232253857255,21.153767746142744,7.7,22.5
131,4,0,8.898111790986786,23.351888209013214,8.25,24.0
131,4,0,8.981054445554445,17.352278887778887,7.333333333333333,19.0
131,4,0,8.660453546453542,19.539546453546457,8.2,20.0
131,4,0,9.037396783771783,16.319746073371075,8.357142857142858,17.0
131,4,0,9.058273656898654,17.27505967643468,7.833333333333333,18.5
131,4,0,9.47170672383173,16.02829327616827,8.5,17.0
131,4,0,9.017792748917753,19.12506439393939,7.642857142857142,20.5
131,4,0,8.868931956931963,17.231068043068035,8.1,18.0
131,4,0,9.011335012210012,20.13152213064713,7.642857142857142,21.5
131,4,0,8.879558053058046,18.187108613608622,7.066666666666666,20.0
131,4,0,8.803379911754906,20.350466242091247,7.153846153846153,22.0
131,4,0,8.859996198246197,20.340003801753802,8.2,21.0
131,4,0,8.897882048507048,31.38783223720724,7.285714285714286,33.0
131,4,0,9.48262043512044,18.184046231546226,7.333333333333333,20.333333333333336
131,4,0,8.800625541125541,17.27080303030303,7.404761904761905,18.666666666666664
131,4,0,8.871337745587752,17.211995587745584,8.083333333333334,18.0
131,4,0,8.921249361749368,18.221607781107775,8.142857142857142,19.0
131,4,0,9.184143606393606,17.27040184815185,7.454545454545455,19.0
131,4,0,9.094295732045737,18.205704267954264,7.3,20.0
131,4,0,8.862910200910202,19.437089799089797,7.8,20.5
131,4,0,8.790508671883671,19.142824661449662,6.933333333333334,21.0
131,4,0,9.144349345099354,20.98898398823398,7.133333333333333,23.0
131,4,0,9.03458574758575,18.251128538128537,8.285714285714286,19.0
131,4,0,8.876130883005887,25.305687298812295,7.181818181818182,27.0
131,4,0,8.894939976689978,16.40506002331002,6.966666666666666,18.333333333333336
131,4,0,9.177847527472522,20.036438186813193,7.714285714285714,21.5
131,4,0,9.117547022422027,20.149119644244642,8.266666666666666,21.0
131,4,0,9.428233447108447,23.03843321955822,7.466666666666667,25.0
