initial_weight,weight,none-anonymity,mean-min,max-mean,median-min,max-median
29,4,0,8.74686854811855,38.71466991341991,6.461538461538462,41.0
29,4,0,8.590242535242536,25.609757464757465,6.2,28.0
29,4,0,8.187004051504054,36.812995948495946,7.0,38.0
29,4,0,8.88071904484405,28.51928095515595,7.4,30.0
29,4,0,8.707923645798644,29.44592250804751,6.820512820512819,31.333333333333336
29,4,1,9.86837869075369,45.13162130924631,8.0,47.0
29,4,0,9.135562409812408,21.364437590187592,6.5,24.0
29,4,0,8.825116147741156,23.424883852258844,7.25,25.0
29,4,0,8.778516136641139,19.721483863358863,6.5,22.0
29,4,0,8.25936974136974,22.92244844044844,6.515151515151516,24.666666666666664
29,4,0,8.765909299034302,24.500757367632364,7.266666666666667,26.0
29,4,0,9.177314102564106,29.322685897435896,6.5,32.0
29,4,0,8.052568195693198,31.733146090021087,5.785714285714286,34.0
29,4,0,8.564350163725164,22.435649836274834,7.0,24.0
29,4,0,9.097308122433125,23.34713632201132,6.944444444444445,25.5
29,4,0,8.688928682428687,22.711071317571314,6.4,25.0
29,4,0,9.009755272505274,33.57357806082806,7.583333333333333,35.0
29,4,0,8.34167085692086,28.729757714507713,7.071428571428571,30.0
29,4,0,9.087625568875564,50.483803002553,7.071428571428571,52.5
29,4,0,9.085508782883776,30.414491217116222,7.5,32.0
29,4,0,8.43333161283161,21.733335053835056,6.166666666666667,24.0
29,4,0,8.422189074814076,27.86352521090021,6.6190476190476195,29.666666666666664
29,4,0,8.92737577700078,25.501195651570647,6.928571428571429,27.5
29,4,0,8.739012945387946,23.98825978188478,6.7272727272727275,26.0
29,4,0,8.763387445887451,19.621227938727934,6.884615384615385,21.5
29,4,0,8.055025613275614,23.944974386724386,6.0,26.0
29,4,0,8.657016206016204,35.8429837939838,6.5,38.0
29,4,1,9.122031995781995,19.877968004218005,8.0,21.0
29,4,0,8.474811702186704,24.63629940892441,7.111111111111111,26.0
29,4,0,9.424017926517923,22.21883921633922,6.642857142857142,25.0
29,4,0,8.323438727938726,31.858379453879458,7.181818181818182,33.0
29,4,0,8.718321997446994,19.567392288267293,6.952380952380952,21.333333333333336
29,4,0,8.628481005106007,23.771518994893995,7.4,25.0
29,4,0,8.676997849372846,27.595729423354427,6.2727272727272725,30.0
29,4,0,9.116993117993118,34.049673548673546,7.166666666666667,36.0
29,4,0,9.190002525252524,22.309997474747476,6.5,25.0
29,4,0,9.60139742202242,25.06526924464425,7.000000000000001,27.666666666666664
29,4,0,8.469513153513157,19.81620113220113,6.785714285714286,21.5
29,4,0,8.975178266178274,24.424821733821727,7.4,26.0
29,4,0,8.543787934287938,22.819848429348426,6.696969696969697,24.666666666666664
29,4,0,8.746335414585415,25.628664585414583,6.375,28.0
29,4,0,8.28869098956599,22.777975677100677,7.066666666666666,24.0
29,4,0,8.397997766122769,19.902002233877234,6.3,22.0
29,4,0,9.00712945387945,28.356506909756913,6.696969696969697,30.666666666666664
29,4,0,9.229591672216674,26.270408327783326,7.5,28.0
29,4,0,9.179641414141406,28.153691919191928,7.333333333333333,30.0
29,4,0,8.281485195360197,25.789943376068372,6.071428571428571,28.0
29,4,0,8.56268874181374,26.83731125818626,7.066666666666666,28.333333333333336
29,4,0,8.575828324453326,24.674171675546674,7.25,26.0
29,4,0,8.97142026029526,21.720887432012432,7.6923076923076925,23.0
29,4,0,8.910022324897325,23.589977675102674,7.0,25.5
29,4,0,8.457270493395496,20.82844379231879,7.285714285714286,22.0
29,4,0,8.421167402042403,22.778832597957596,7.2,24.0
29,4,0,8.130379120879121,22.86962087912088,6.5,24.5
29,4,0,8.266176698301699,33.900489968364965,6.666666666666667,35.5
29,4,0,8.984603146853148,20.61539685314685,7.6,22.0
29,4,0,8.65630117105117,23.74369882894883,6.9,25.5
29,4,0,8.453767565767567,22.671232434232433,6.125,25.0
29,4,0,8.251369463869462,24.96291625041625,6.214285714285714,27.0
29,4,0,8.42984278221778,26.703490551115554,7.133333333333333,28.0
29,4,0,9.14182591020091,22.358174089799093,7.0,24.5
29,4,0,8.432817848817848,38.43384881784882,5.866666666666667,41.0
29,4,0,8.68926295926296,34.56073704073704,6.916666666666666,36.333333333333336
29,4,1,8.896109654234657,29.103890345765343,8.0,30.0
